         0.0        0.00      0.0000      0.1073      0.0445       0.148       4.651       3.202              
         1.1        0.03      0.0617      0.1060      0.0446       0.148       4.660       3.163              
         2.2        0.05      0.1215      0.1045      0.0447       0.148       4.667       3.119              
         3.2        0.08      0.1791      0.1028      0.0447       0.148       4.669       3.069              
         4.3        0.10      0.2345      0.1009      0.0447       0.148       4.669       3.013              
         5.4        0.13      0.2875      0.0989      0.0446       0.148       4.666       2.952              
         6.5        0.16      0.3379      0.0967      0.0445       0.148       4.655       2.885              
         7.6        0.18      0.3858      0.0942      0.0444       0.147       4.637       2.813              
         8.6        0.21      0.4311      0.0916      0.0441       0.146       4.611       2.735              
         9.7        0.23      0.4739      0.0888      0.0438       0.145       4.575       2.651              
        10.8        0.26      0.5140      0.0858      0.0433       0.144       4.528       2.562              
        11.9        0.29      0.5514      0.0826      0.0428       0.142       4.470       2.466              
        13.0        0.31      0.5862      0.0792      0.0421       0.139       4.395       2.363              
        14.1        0.34      0.6182      0.0754      0.0412       0.137       4.302       2.251              
        15.1        0.36      0.6472      0.0715      0.0401       0.133       4.192       2.133              
        16.2        0.39      0.6732      0.0674      0.0390       0.129       4.071       2.011              
        17.3        0.42      0.6968      0.0632      0.0376       0.125       3.935       1.886              
        18.4        0.44      0.7179      0.0589      0.0362       0.120       3.782       1.758              
        19.5        0.47      0.7368      0.0545      0.0345       0.115       3.611       1.627              
        20.5        0.49      0.7521      0.0500      0.0328       0.109       3.426       1.493              
        21.6        0.52      0.7634      0.0454      0.0309       0.102       3.228       1.356              
        22.7        0.54      0.7721      0.0407      0.0288       0.095       3.005       1.216              
        23.8        0.57      0.7774      0.0360      0.0264       0.088       2.759       1.073              
        24.9        0.60      0.7786      0.0311      0.0238       0.079       2.489       0.927              
        25.9        0.62      0.7715      0.0261      0.0211       0.070       2.202       0.779              
        27.0        0.65      0.7531      0.0211      0.0181       0.060       1.895       0.628              
        28.1        0.67      0.7169      0.0159      0.0150       0.050       1.565       0.475              
        29.2        0.70      0.6465      0.0107      0.0116       0.038       1.210       0.319              
        30.3        0.73      0.4832      0.0054      0.0081       0.027       0.843       0.160              
        31.4        0.75     -0.0040      0.0000      0.0048       0.016       0.507      -0.001              
 
