         0.0        0.00      0.0000      0.1098      0.0609       0.682      14.319       7.374              
         1.6        0.03      0.0480      0.1084      0.0586       0.655      13.771       7.280              
         3.2        0.05      0.0982      0.1068      0.0564       0.632      13.268       7.171              
         4.9        0.08      0.1499      0.1049      0.0544       0.609      12.803       7.047              
         6.5        0.10      0.2027      0.1029      0.0527       0.589      12.383       6.911              
         8.1        0.13      0.2557      0.1007      0.0511       0.572      12.009       6.763              
         9.7        0.16      0.3083      0.0983      0.0496       0.555      11.666       6.601              
        11.3        0.18      0.3600      0.0957      0.0483       0.540      11.347       6.427              
        13.0        0.21      0.4106      0.0929      0.0469       0.526      11.040       6.239              
        14.6        0.23      0.4593      0.0899      0.0457       0.512      10.747       6.039              
        16.2        0.26      0.5058      0.0868      0.0445       0.498      10.461       5.827              
        17.8        0.29      0.5498      0.0834      0.0433       0.484      10.176       5.601              
        19.5        0.31      0.5906      0.0798      0.0420       0.471       9.888       5.359              
        21.1        0.34      0.6275      0.0759      0.0408       0.457       9.595       5.100              
        22.7        0.36      0.6597      0.0719      0.0396       0.443       9.306       4.829              
        24.3        0.39      0.6879      0.0678      0.0383       0.429       9.014       4.552              
        25.9        0.41      0.7135      0.0636      0.0370       0.414       8.695       4.270              
        27.6        0.44      0.7368      0.0593      0.0355       0.397       8.342       3.981              
        29.2        0.47      0.7578      0.0549      0.0338       0.378       7.950       3.686              
        30.8        0.49      0.7760      0.0504      0.0320       0.358       7.522       3.383              
        32.4        0.52      0.7908      0.0458      0.0300       0.336       7.058       3.073              
        34.0        0.54      0.8030      0.0410      0.0278       0.312       6.547       2.757              
        35.7        0.57      0.8119      0.0362      0.0255       0.285       5.988       2.434              
        37.3        0.60      0.8170      0.0313      0.0229       0.256       5.378       2.103              
        38.9        0.62      0.8134      0.0263      0.0201       0.225       4.737       1.768              
        40.5        0.65      0.7981      0.0212      0.0173       0.193       4.058       1.426              
        42.1        0.67      0.7660      0.0160      0.0141       0.158       3.322       1.078              
        43.8        0.70      0.7023      0.0108      0.0107       0.120       2.525       0.723              
        45.4        0.73      0.5417      0.0054      0.0072       0.081       1.704       0.363              
        47.0        0.75     -0.0034      0.0000      0.0042       0.047       0.992      -0.001              
