         0.0        0.00      0.0000      0.1111      0.0645       1.711      26.958      13.262              
         2.2        0.03      0.0461      0.1097      0.0617       1.636      25.779      13.094              
         4.3        0.05      0.0950      0.1080      0.0590       1.565      24.659      12.899              
         6.5        0.08      0.1460      0.1062      0.0566       1.501      23.644      12.677              
         8.6        0.10      0.1985      0.1041      0.0544       1.443      22.743      12.432              
        10.8        0.13      0.2517      0.1019      0.0525       1.392      21.938      12.164              
        13.0        0.16      0.3047      0.0994      0.0508       1.347      21.221      11.873              
        15.1        0.18      0.3574      0.0968      0.0492       1.304      20.550      11.557              
        17.3        0.21      0.4090      0.0940      0.0477       1.264      19.923      11.219              
        19.4        0.23      0.4588      0.0909      0.0462       1.227      19.335      10.858              
        21.6        0.26      0.5067      0.0877      0.0449       1.191      18.768      10.475              
        23.8        0.29      0.5519      0.0843      0.0436       1.156      18.216      10.068              
        25.9        0.31      0.5939      0.0807      0.0423       1.121      17.670       9.634              
        28.1        0.34      0.6321      0.0768      0.0410       1.087      17.122       9.170              
        30.2        0.36      0.6654      0.0727      0.0397       1.053      16.586       8.684              
        32.4        0.39      0.6947      0.0686      0.0384       1.019      16.050       8.188              
        34.6        0.41      0.7214      0.0643      0.0370       0.981      15.464       7.680              
        36.7        0.44      0.7458      0.0600      0.0354       0.940      14.816       7.161              
        38.9        0.47      0.7681      0.0555      0.0337       0.895      14.102       6.629              
        41.1        0.49      0.7878      0.0510      0.0319       0.845      13.320       6.084              
        43.2        0.52      0.8047      0.0463      0.0298       0.791      12.468       5.526              
        45.4        0.54      0.8187      0.0415      0.0276       0.733      11.544       4.958              
        47.5        0.57      0.8294      0.0367      0.0252       0.669      10.541       4.377              
        49.7        0.60      0.8359      0.0317      0.0226       0.600       9.456       3.786              
        51.9        0.62      0.8347      0.0267      0.0199       0.527       8.310       3.184              
        54.0        0.65      0.8223      0.0215      0.0170       0.450       7.089       2.568              
        56.2        0.67      0.7943      0.0163      0.0138       0.366       5.768       1.941              
        58.3        0.70      0.7367      0.0109      0.0104       0.275       4.332       1.302              
        60.5        0.73      0.5814      0.0055      0.0068       0.181       2.859       0.654              
        62.7        0.75     -0.0032      0.0000      0.0039       0.103       1.626      -0.002              
