         0.0        0.00      0.0000      0.1102      0.0490       2.539      32.006      20.559              
         2.7        0.03      0.0582      0.1090      0.0486       2.517      31.732      20.344              
         5.4        0.05      0.1160      0.1076      0.0481       2.494      31.432      20.081              
         8.1        0.08      0.1730      0.1060      0.0476       2.469      31.123      19.769              
        10.8        0.10      0.2287      0.1041      0.0472       2.445      30.822      19.415              
        13.5        0.13      0.2828      0.1020      0.0467       2.422      30.535      19.026              
        16.2        0.16      0.3349      0.0997      0.0463       2.400      30.247      18.599              
        18.9        0.18      0.3849      0.0972      0.0458       2.375      29.931      18.132              
        21.6        0.21      0.4327      0.0945      0.0453       2.347      29.585      17.631              
        24.3        0.23      0.4781      0.0916      0.0447       2.317      29.204      17.094              
        27.0        0.26      0.5210      0.0886      0.0441       2.283      28.779      16.520              
        29.7        0.29      0.5612      0.0853      0.0433       2.245      28.301      15.909              
        32.4        0.31      0.5987      0.0817      0.0425       2.201      27.743      15.251              
        35.1        0.34      0.6336      0.0779      0.0415       2.148      27.080      14.541              
        37.8        0.36      0.6656      0.0739      0.0403       2.088      26.314      13.784              
        40.5        0.39      0.6949      0.0697      0.0390       2.021      25.469      13.001              
        43.2        0.41      0.7219      0.0654      0.0376       1.946      24.535      12.196              
        45.9        0.44      0.7467      0.0610      0.0360       1.864      23.497      11.371              
        48.6        0.47      0.7694      0.0564      0.0342       1.773      22.353      10.527              
        51.3        0.49      0.7900      0.0518      0.0323       1.673      21.092       9.663              
        54.0        0.52      0.8077      0.0471      0.0302       1.565      19.730       8.779              
        56.7        0.54      0.8223      0.0422      0.0280       1.449      18.263       7.879              
        59.4        0.57      0.8333      0.0373      0.0255       1.323      16.678       6.960              
        62.1        0.60      0.8397      0.0323      0.0229       1.188      14.980       6.025              
        64.8        0.62      0.8396      0.0272      0.0201       1.043      13.152       5.069              
        67.5        0.65      0.8304      0.0219      0.0171       0.887      11.176       4.090              
        70.2        0.67      0.8072      0.0166      0.0138       0.717       9.043       3.093              
        72.9        0.70      0.7552      0.0111      0.0103       0.535       6.739       2.077              
        75.6        0.73      0.6065      0.0056      0.0067       0.348       4.381       1.045              
        78.3        0.75     -0.0014      0.0000      0.0038       0.194       2.450      -0.001              
