  1.22062     0.102288
  1.01953     0.121519
  0.696734     0.128758
  0.525476     0.130398
  0.344361     0.130059
  0.176439     0.127784
  -0.00138367     0.127451
  -0.175892     0.125163
  -0.357028     0.126785
  1.21711     0.121889
  1.01926     0.147009
  0.699665     0.162098
  0.528365     0.167659
  0.343956     0.167314
  0.176013     0.167
  -0.00178813     0.164706
  -0.176254     0.158497
  -0.357348     0.156197
  1.2169     0.141497
  1.0189     0.180343
  0.695818     0.213072
  0.52779     0.220601
  0.346675     0.220261
  0.175438     0.219941
  -0.00232031     0.213725
  -0.173535     0.211444
  -0.357816     0.199334
  1.21677     0.153262
  1.01866     0.201911
  0.695457     0.246405
  0.527364     0.259816
  0.346206     0.263399
  0.17497     0.263078
  -0.00280992     0.258824
  -0.173982     0.252621
  -0.35497     0.240517
  1.21671     0.159144
  1.01522     0.215631
  0.695201     0.269935
  0.527066     0.287267
  0.345887     0.29281
  0.174629     0.294451
  -0.00312923     0.288235
  -0.17428     0.280072
  -0.35854     0.266001
  1.21665     0.165027
  1.01511     0.225435
  0.694988     0.289542
  0.526832     0.308836
  0.345653     0.314379
  0.174395     0.316019
  -0.00338468     0.311765
  -0.174536     0.303601
  -0.358817     0.291491
  1.21658     0.170909
  1.01503     0.233278
  0.694797     0.30719
  0.526619     0.328444
  0.345376     0.339869
  0.174097     0.34347
  -0.000368406     0.337261
  -0.174791     0.32713
  -0.359029     0.311099
  1.21654     0.17483
  1.01492     0.243082
  0.694669     0.318954
  0.529742     0.344136
  0.345206     0.355556
  0.17722     0.359163
  -0.000538704     0.352947
  -0.171669     0.342823
  -0.355907     0.326791
  1.2165     0.178752
  1.01486     0.248964
  0.694563     0.328758
  0.529614     0.355901
  0.345057     0.369281
  0.177071     0.372888
  -0.000687715     0.366673
  -0.175111     0.356542
  -0.359327     0.33855
  1.21645     0.182674
  1.01804     0.258774
  0.694435     0.340523
  0.529508     0.365705
  0.344929     0.381046
  0.176964     0.382692
  -0.00412973     0.380392
  -0.175238     0.368307
  -0.362727     0.348348
