SOLARTII_v1_Mass_Dihedral_5deg
T1-20.0 m/s-TriUniform-ThickSurf-x0.64m-z0.0m

 alpha       beta         phi          ctrl         VInf(m/s)
       -5.5            0            0            0           20

CL           CX           CY           CD_inviscid  CD_viscous   Cl           Cm_inviscid  Cm_viscous   Cn_inviscid  Cn_viscous
   -0.52061     0.021592   2.4511e-05    0.0067597     0.014833  -0.00070676     0.014422    0.0030145  -4.4215e-05  -1.1194e-06
CP.x(m)      CP.y(m)      CP.z(m)      NP.x(m)      
    0.65617     0.007562     0.085581            0            0

mass(kg)     CoG.x(m)     CoG.y(m)     CoG.z(m)     CoG_Ixx(kg.m²)  CoG_Iyy(kg.m²)  CoG_Izz(kg.m²)  CoG_Ixz(kg.m²)  
     19.502         0.64  -1.9925e-17     0.017249          100          100          100          100





Main Wing
y(m)         Re           Ai           Cd_i         Cd_v         Cl           CP.x(%)      Trans.top    Trans.bot    Cm_i         Cm_v         Bending.mom  Vd.x         Vd.y         Vd.z         F.x          F.y          F.z        
  -2.996922  203474.854344     9.775587     0.007791     0.012596    -0.179682    -0.158635     0.615855     0.806213    -0.033044     0.011767     0.000000     0.000000     0.302701     3.432504    -0.002882    -0.003122    -0.029930  
  -2.984686  204138.227743     4.014290     0.026850     0.012005    -0.271817     0.148553     0.655957     0.754525    -0.021181     0.011126    -0.000368     0.000000     0.159050     1.394995    -0.013014    -0.014098    -0.135156  
  -2.960516  205448.640087     2.798454     0.017977     0.011668    -0.347876     0.244942     0.690035     0.689870     0.001620     0.010643    -0.004379     0.000000     0.174982     0.966048    -0.027478    -0.029767    -0.285375  
  -2.925006  207373.824675     2.240626     0.016111     0.011763    -0.407109     0.279546     0.718526     0.595978     0.014760     0.010481    -0.020460     0.000000     0.168377     0.770783    -0.044317    -0.048008    -0.460255  
  -2.879031  209866.377073     1.873208     0.014794     0.012275    -0.452896     0.294940     0.743903     0.485373     0.022976     0.010609    -0.062551     0.000000     0.143299     0.644068    -0.062017    -0.067181    -0.644072  
  -2.823723  212864.922368     1.586712     0.013448     0.013023    -0.487873     0.301937     0.765670     0.369355     0.028028     0.010847    -0.148997     0.000000     0.114738     0.546087    -0.079338    -0.085945    -0.823958  
  -2.760444  216295.626424     1.356421     0.012105     0.013968    -0.514338     0.304901     0.783623     0.267296     0.031040     0.011148    -0.300317     0.000000     0.089723     0.467528    -0.095299    -0.103234    -0.989716  
  -2.690752  220074.013921     1.175300     0.010878     0.015505    -0.534221     0.305948     0.801022     0.171513     0.032801     0.011799    -0.536312     0.000000     0.070254     0.405736    -0.109127    -0.118213    -1.133323  
  -2.616363  224107.048419     1.036514     0.009811     0.016574    -0.548938     0.305996     0.812741     0.103902     0.033745     0.011979    -0.872964     0.000000     0.055937     0.358339    -0.120181    -0.130188    -1.248128  
  -2.539109  228295.423224     0.927811     0.006632     0.017244    -0.559115     0.304975     0.819629     0.059997     0.033845     0.011804    -1.319515     0.000000     0.045510     0.321151    -0.127845    -0.138490    -1.327721  
  -2.496922  230582.585513     0.988426     0.007885     0.017281    -0.560641     0.300268     0.819590     0.058082     0.031597     0.011479    -1.619673     0.000000     0.044437     0.342490    -0.010190    -0.011039    -0.105829  
  -2.484686  231245.958912     0.835287     0.009752     0.017496    -0.564185     0.302614     0.822765     0.055696     0.032770     0.011520    -1.708033     0.000000     0.039028     0.289290    -0.030599    -0.033147    -0.317782  
  -2.460516  232556.371256     0.804012     0.008537     0.017705    -0.567971     0.304212     0.825691     0.053207     0.033924     0.011456    -1.890299     0.000000     0.036710     0.278532    -0.050783    -0.055012    -0.527403  
  -2.425006  234481.555844     0.777440     0.008097     0.017904    -0.571954     0.305093     0.828307     0.050500     0.034665     0.011289    -2.176902     0.000000     0.034127     0.269445    -0.070401    -0.076264    -0.731146  
  -2.379031  236974.108242     0.746846     0.007723     0.018082    -0.575980     0.305572     0.830451     0.047558     0.035183     0.011023    -2.581760     0.000000     0.031241     0.258976    -0.089059    -0.096475    -0.924914  
  -2.323723  239972.653537     0.714005     0.007362     0.018224    -0.579804     0.305809     0.831896     0.044469     0.035554     0.010660    -3.120230     0.000000     0.028294     0.247724    -0.106295    -0.115146    -1.103920  
  -2.260444  243403.357593     0.681686     0.007021     0.018319    -0.583209     0.305884     0.832470     0.041377     0.035807     0.010213    -3.806530     0.000000     0.025492     0.236643    -0.121602    -0.131728    -1.262889  
  -2.190752  247181.745090     0.652355     0.006710     0.018359    -0.586035     0.305822     0.832094     0.038446     0.035948     0.009696    -4.650861     0.000000     0.022974     0.226585    -0.134456    -0.145652    -1.396382  
  -2.116363  251214.779588     0.628137     0.006432     0.018337    -0.588151     0.305565     0.830759     0.036327     0.035934     0.009128    -5.656521     0.000000     0.020819     0.218286    -0.144342    -0.156361    -1.499045  
  -2.039109  255403.154393     0.610307     0.004648     0.018238    -0.589240     0.304820     0.828309     0.035792     0.035591     0.008523    -6.817335     0.000000     0.019057     0.212192    -0.150731    -0.163283    -1.565404  
  -1.996922  257690.316682     0.578766     0.005046     0.018072    -0.587733     0.301621     0.824990     0.035793     0.033928     0.008152    -7.517613     0.000000     0.017514     0.201274    -0.011938    -0.012933    -0.123985  
  -1.984686  258353.690081     0.534694     0.006517     0.018120    -0.589137     0.302804     0.825749     0.035540     0.034345     0.008090    -7.722248     0.000000     0.016013     0.185961    -0.035698    -0.038670    -0.370736  
  -1.960516  259664.102425     0.537493     0.005951     0.018130    -0.590284     0.303880     0.825718     0.035267     0.035082     0.007928    -8.135488     0.000000     0.015793     0.186961    -0.058930    -0.063837    -0.612014  
  -1.925006  261589.287013     0.540652     0.005838     0.018107    -0.591274     0.304599     0.825010     0.034965     0.035568     0.007679    -8.764444     0.000000     0.015464     0.188097    -0.081193    -0.087954    -0.843224  
  -1.879031  264081.839411     0.539947     0.005755     0.018053    -0.592130     0.305059     0.823683     0.034635     0.035889     0.007351    -9.617730     0.000000     0.014929     0.187896    -0.102029    -0.110525    -1.059616  
  -1.823723  267080.384706     0.536405     0.005668     0.017970    -0.592810     0.305335     0.821749     0.034289     0.036093     0.006960   -10.703151    -0.000000     0.014250     0.186715    -0.120956    -0.131028    -1.256180  
  -1.760444  270511.088762     0.531507     0.005580     0.017857    -0.593261     0.305479     0.819228     0.033939     0.036206     0.006520   -12.024914    -0.000000     0.013495     0.185064    -0.137475    -0.148922    -1.427729  
  -1.690752  274289.476259     0.526724     0.005496     0.017716    -0.593433     0.305501     0.816155     0.033597     0.036233     0.006048   -13.580659    -0.000000     0.012730     0.183455    -0.151085    -0.163666    -1.569080  
  -1.616363  278322.510757     0.523959     0.005418     0.017549    -0.593260     0.305353     0.812566     0.033273     0.036142     0.005557   -15.358592    -0.000000     0.012024     0.182548    -0.161306    -0.174738    -1.675226  
  -1.539109  282510.885562     0.525479     0.004051     0.017350    -0.592493     0.304808     0.808361     0.032999     0.035800     0.005063   -17.335108    -0.000000     0.011453     0.183131    -0.167650    -0.181610    -1.741110  
  -1.496922  284798.047851     0.455580     0.004111     0.017172    -0.590398     0.302153     0.804706     0.033023     0.034415     0.004783   -18.488272    -0.000000     0.008998     0.158851    -0.013254    -0.014358    -0.137649  
  -1.484686  285461.421250     0.448582     0.005476     0.017181    -0.591217     0.302975     0.804815     0.032878     0.034586     0.004720   -18.824431    -0.000000     0.008690     0.156426    -0.039583    -0.042879    -0.411082  
  -1.460516  286771.833594     0.461183     0.005120     0.017150    -0.591676     0.303882     0.804082     0.032716     0.035189     0.004583   -19.498460    -0.000000     0.008887     0.160824    -0.065236    -0.070668    -0.677500  
  -1.425006  288697.018182     0.472179     0.005104     0.017083    -0.591890     0.304566     0.802625     0.032526     0.035613     0.004379   -20.512891    -0.000000     0.008949     0.164672    -0.089700    -0.097170    -0.931574  
  -1.379031  291189.570580     0.478970     0.005103     0.016987    -0.591904     0.305053     0.800525     0.032308     0.035903     0.004119   -21.869339    -0.000000     0.008804     0.167064    -0.112460    -0.121824    -1.167939  
  -1.323723  294188.115875     0.482496     0.005089     0.016863    -0.591719     0.305385     0.797843     0.032065     0.036091     0.003814   -23.566086    -0.000000     0.008486     0.168328    -0.132988    -0.144062    -1.381131  
  -1.260444  297618.819931     0.483840     0.005063     0.016715    -0.591328     0.305600     0.794643     0.031802     0.036201     0.003474   -25.595231    -0.000000     0.008033     0.168838    -0.150758    -0.163312    -1.565683  
  -1.190752  301397.207428     0.483933     0.005027     0.016573    -0.590723     0.305709     0.791627     0.031715     0.036240     0.003118   -27.939711    -0.000000     0.007479     0.168919    -0.165259    -0.179020    -1.716278  
  -1.116363  305430.241926     0.484074     0.004978     0.016462    -0.589876     0.305672     0.789409     0.032023     0.036183     0.002761   -30.570546    -0.000000     0.006865     0.169023    -0.176007    -0.190663    -1.827903  
  -1.039109  309618.616731     0.486487     0.003721     0.016332    -0.588594     0.305306     0.786823     0.032460     0.035929     0.002401   -33.444671    -0.000000     0.006261     0.169921    -0.182527    -0.197726    -1.895619  
  -0.996922  311905.779020     0.386873     0.003537     0.016195    -0.586425     0.302987     0.784430     0.035033     0.034755     0.002201   -35.094548    -0.000000     0.002841     0.135314    -0.014418    -0.015619    -0.149737  
  -0.984686  312569.152419     0.399679     0.004861     0.016210    -0.587016     0.303642     0.784564     0.034015     0.034811     0.002152   -35.574923    -0.000000     0.003114     0.139777    -0.043034    -0.046617    -0.446920  
  -0.960516  313879.564763     0.413809     0.004574     0.016195    -0.587247     0.304478     0.784209     0.033689     0.035367     0.002049   -36.534705    -0.000000     0.003311     0.144711    -0.070868    -0.076769    -0.735991  
  -0.925006  315804.749351     0.423036     0.004549     0.016157    -0.587240     0.305185     0.783457     0.033831     0.035803     0.001898   -37.971037    -0.000000     0.003238     0.147951    -0.097352    -0.105458    -1.011040  
  -0.879031  318297.301749     0.424245     0.004493     0.016100    -0.587050     0.305760     0.782365     0.034326     0.036150     0.001704   -39.877395    -0.000000     0.002795     0.148413    -0.121921    -0.132073    -1.266196  
  -0.823723  321295.847044     0.416306     0.004364     0.016025    -0.586705     0.306240     0.780976     0.035104     0.036440     0.001477   -42.241148    -0.000000     0.001937     0.145706    -0.144011    -0.156003    -1.495613  
  -0.760444  324726.551100     0.395466     0.004110     0.015938    -0.586235     0.306675     0.779341     0.036090     0.036710     0.001224   -45.040712    -0.000000     0.000539     0.138526    -0.163073    -0.176651    -1.693573  
  -0.690752  328504.938597     0.351454     0.003619     0.015841    -0.585687     0.307123     0.777524     0.037184     0.037001     0.000954   -48.242649    -0.000000    -0.001735     0.123303    -0.178587    -0.193457    -1.854692  
  -0.616363  332537.973095     0.254582     0.002561     0.015740    -0.585160     0.307676     0.775626     0.038212     0.037375     0.000677   -51.799081    -0.000000    -0.005815     0.089715    -0.190096    -0.205925    -1.974222  
  -0.539109  336726.347900    -0.023960    -0.003446     0.015650    -0.584928     0.308848     0.773862     0.038748     0.038120     0.000399   -55.645818    -0.000000    -0.015659    -0.007025    -0.197272    -0.213698    -2.048744  
  -0.496922  341766.874704    -0.709834    -0.006488     0.015220    -0.576768     0.311286     0.766753     0.050911     0.040223     0.000244   -57.833204    -0.000000    -0.037383    -0.245467    -0.015664    -0.002125    -0.162675  
  -0.484686  353375.909193    -0.359336    -0.000408     0.014496    -0.563209     0.315059     0.753949     0.068474     0.040648     0.000187   -58.469245    -0.000000    -0.026984    -0.123552    -0.047056    -0.006384    -0.488694  
  -0.460516  376308.125214     0.076768     0.002115     0.013317    -0.538166     0.319472     0.730636     0.091071     0.041064     0.000098   -59.737443    -0.000000    -0.014266     0.028148    -0.078491    -0.010648    -0.815164  
  -0.425006  409998.855500     0.453324     0.004796     0.012075    -0.506019     0.323372     0.702582     0.136549     0.040395     0.000004   -61.629469    -0.000000    -0.003685     0.159170    -0.109788    -0.014894    -1.140197  
  -0.379031  453618.522460     0.783209     0.006870     0.010742    -0.470821     0.326789     0.674325     0.246214     0.038986    -0.000078   -64.131355    -0.000000     0.005073     0.274009    -0.140480    -0.019058    -1.458937  
  -0.323723  506093.065126     1.077612     0.008388     0.009426    -0.435468     0.329705     0.643908     0.342521     0.037117    -0.000138   -67.221582    -0.000000     0.012215     0.376570    -0.169728    -0.023026    -1.762695  
  -0.260444  566130.386105     1.345784     0.009470     0.008801    -0.401635     0.332204     0.620970     0.391866     0.035022    -0.000188   -70.868392    -0.000000     0.017778     0.470093    -0.196352    -0.026638    -2.039197  
  -0.190752  632252.167304     1.598313     0.010240     0.008216    -0.370050     0.334393     0.600025     0.434404     0.032864    -0.000225   -75.026482    -0.000000     0.021594     0.558304    -0.218921    -0.029700    -2.273584  
  -0.116363  702830.271021     1.846888     0.010781     0.007695    -0.340759     0.336227     0.580596     0.469172     0.030692    -0.000250   -79.633438    -0.000000     0.022882     0.645370    -0.235859    -0.031997    -2.449488  
  -0.039109  776126.830110     2.085848     0.010963     0.007421    -0.313210     0.341275     0.561346     0.486411     0.029334    -0.000273   -84.606514    -0.000000     0.017764     0.729648    -0.245443    -0.033298    -2.549021  
   0.039109  776126.830110     2.085838     0.010963     0.007421    -0.313210     0.341275     0.561346     0.486411     0.029334    -0.000273   -84.653663    -0.000000    -0.017768     0.729645    -0.245443     0.033298    -2.549022  
   0.116363  702830.271021     1.846876     0.010781     0.007695    -0.340760     0.336227     0.580597     0.469171     0.030692    -0.000250   -79.679193    -0.000000    -0.022887     0.645366    -0.235859     0.031997    -2.449491  
   0.190752  632252.167304     1.598298     0.010240     0.008216    -0.370050     0.334392     0.600025     0.434401     0.032864    -0.000225   -75.070894    -0.000000    -0.021600     0.558298    -0.218922     0.029700    -2.273589  
   0.260444  566130.386105     1.345766     0.009470     0.008801    -0.401636     0.332203     0.620970     0.391863     0.035022    -0.000188   -70.911547    -0.000000    -0.017783     0.470086    -0.196353     0.026638    -2.039205  
   0.323723  506093.065126     1.077588     0.008388     0.009426    -0.435470     0.329704     0.643909     0.342516     0.037117    -0.000138   -67.263596    -0.000000    -0.012221     0.376561    -0.169729     0.023026    -1.762703  
   0.379031  453618.522460     0.783180     0.006870     0.010742    -0.470824     0.326788     0.674326     0.246205     0.038986    -0.000078   -64.172373    -0.000000    -0.005079     0.273999    -0.140480     0.019058    -1.458945  
   0.425006  409998.855500     0.453289     0.004796     0.012075    -0.506022     0.323371     0.702583     0.136538     0.040395     0.000004   -61.669659    -0.000000     0.003679     0.159157    -0.109789     0.014894    -1.140205  
   0.460516  376308.125214     0.076729     0.002114     0.013317    -0.538170     0.319471     0.730638     0.091066     0.041064     0.000098   -59.776994    -0.000000     0.014259     0.028133    -0.078492     0.010648    -0.815170  
   0.484686  353375.909193    -0.359381    -0.000409     0.014496    -0.563214     0.315059     0.753952     0.068468     0.040648     0.000187   -58.508361    -0.000000     0.026977    -0.123568    -0.047056     0.006384    -0.488698  
   0.496922  341766.874704    -0.709894    -0.006488     0.015220    -0.576773     0.311286     0.766756     0.050905     0.040223     0.000244   -57.872100    -0.000000     0.037377    -0.245489    -0.015664     0.002125    -0.162676  
   0.539109  336726.347900    -0.024012    -0.003446     0.015650    -0.584933     0.308848     0.773865     0.038740     0.038120     0.000399   -55.683954    -0.000000     0.015653    -0.007044    -0.197273     0.213700    -2.048761  
   0.616363  332537.973095     0.254520     0.002561     0.015740    -0.585165     0.307675     0.775630     0.038202     0.037375     0.000677   -51.835827    -0.000000     0.005808     0.089692    -0.190098     0.205927    -1.974242  
   0.690752  328504.938597     0.351383     0.003619     0.015841    -0.585694     0.307122     0.777529     0.037173     0.037002     0.000954   -48.278059    -0.000000     0.001728     0.123277    -0.178589     0.193460    -1.854714  
   0.760444  324726.551100     0.395385     0.004109     0.015938    -0.586243     0.306674     0.779346     0.036077     0.036710     0.001224   -45.074871    -0.000000    -0.000546     0.138497    -0.163075     0.176654    -1.693596  
   0.823723  321295.847044     0.416217     0.004363     0.016026    -0.586713     0.306239     0.780982     0.035089     0.036440     0.001477   -42.274172    -0.000000    -0.001945     0.145675    -0.144013     0.156005    -1.495635  
   0.879031  318297.301749     0.424148     0.004492     0.016100    -0.587059     0.305759     0.782371     0.034309     0.036150     0.001704   -39.909429    -0.000000    -0.002802     0.148379    -0.121923     0.132075    -1.266217  
   0.925006  315804.749351     0.422932     0.004548     0.016158    -0.587250     0.305184     0.783464     0.033812     0.035803     0.001898   -38.002249    -0.000000    -0.003246     0.147914    -0.097354     0.105460    -1.011058  
   0.960516  313879.564763     0.413699     0.004573     0.016196    -0.587259     0.304477     0.784217     0.033669     0.035367     0.002049   -36.565284    -0.000000    -0.003319     0.144672    -0.070869     0.076770    -0.736005  
   0.984686  312569.152419     0.399561     0.004860     0.016211    -0.587027     0.303641     0.784572     0.033994     0.034811     0.002152   -35.605070    -0.000000    -0.003122     0.139735    -0.043034     0.046618    -0.446929  
   0.996922  311905.779020     0.386731     0.003535     0.016196    -0.586437     0.302986     0.784438     0.035011     0.034755     0.002202   -35.124476    -0.000000    -0.002848     0.135263    -0.014418     0.015619    -0.149740  
   1.039109  309618.616731     0.486365     0.003720     0.016333    -0.588607     0.305305     0.786832     0.032458     0.035930     0.002401   -33.473847    -0.000000    -0.006269     0.169877    -0.182531     0.197730    -1.895660  
   1.116363  305430.241926     0.483936     0.004977     0.016462    -0.589890     0.305671     0.789419     0.032021     0.036184     0.002761   -30.598347    -0.000000    -0.006874     0.168973    -0.176011     0.190668    -1.827947  
   1.190752  301397.207428     0.483779     0.005026     0.016574    -0.590740     0.305708     0.791639     0.031714     0.036240     0.003119   -27.966192    -0.000000    -0.007488     0.168865    -0.165263     0.179025    -1.716325  
   1.260444  297618.819931     0.483670     0.005061     0.016716    -0.591347     0.305599     0.794657     0.031800     0.036202     0.003474   -25.620478    -0.000000    -0.008043     0.168778    -0.150763     0.163317    -1.565731  
   1.323723  294188.115875     0.482309     0.005087     0.016864    -0.591739     0.305384     0.797858     0.032063     0.036092     0.003814   -23.590216    -0.000000    -0.008496     0.168261    -0.132992     0.144067    -1.381178  
   1.379031  291189.570580     0.478767     0.005101     0.016988    -0.591926     0.305052     0.800542     0.032306     0.035904     0.004120   -21.892496    -0.000000    -0.008814     0.166992    -0.112464     0.121829    -1.167982  
   1.425006  288697.018182     0.471961     0.005102     0.017084    -0.591914     0.304565     0.802644     0.032524     0.035614     0.004380   -20.535240    -0.000000    -0.008960     0.164595    -0.089704     0.097174    -0.931612  
   1.460516  286771.833594     0.460951     0.005118     0.017151    -0.591702     0.303881     0.804102     0.032713     0.035190     0.004583   -19.520187    -0.000000    -0.008898     0.160742    -0.065239     0.070671    -0.677529  
   1.484686  285461.421250     0.448334     0.005473     0.017182    -0.591244     0.302974     0.804837     0.032875     0.034587     0.004720   -18.845734    -0.000000    -0.008701     0.156338    -0.039584     0.042881    -0.411101  
   1.496922  284798.047851     0.455278     0.004108     0.017173    -0.590426     0.302153     0.804729     0.033020     0.034416     0.004783   -18.509361    -0.000000    -0.009007     0.158744    -0.013255     0.014358    -0.137656  
   1.539109  282510.885562     0.525224     0.004049     0.017352    -0.592522     0.304807     0.808385     0.032996     0.035801     0.005063   -17.355461    -0.000000    -0.011465     0.183040    -0.167658     0.181619    -1.741197  
   1.616363  278322.510757     0.523668     0.005416     0.017550    -0.593293     0.305352     0.812595     0.033270     0.036143     0.005558   -15.377602    -0.000000    -0.012037     0.182445    -0.161315     0.174748    -1.675321  
   1.690752  274289.476259     0.526396     0.005493     0.017717    -0.593471     0.305499     0.816188     0.033592     0.036234     0.006048   -13.598382    -0.000000    -0.012744     0.183339    -0.151095     0.163676    -1.569181  
   1.760444  270511.088762     0.531140     0.005576     0.017859    -0.593305     0.305477     0.819266     0.033934     0.036207     0.006521   -12.041440    -0.000000    -0.013511     0.184934    -0.137485     0.148933    -1.427834  
   1.823723  267080.384706     0.535996     0.005664     0.017972    -0.592860     0.305333     0.821793     0.034283     0.036094     0.006961   -10.718595    -0.000000    -0.014266     0.186570    -0.120966     0.131039    -1.256285  
   1.879031  264081.839411     0.539496     0.005751     0.018056    -0.592185     0.305056     0.823733     0.034628     0.035891     0.007353    -9.632236     0.000000    -0.014948     0.187737    -0.102039     0.110536    -1.059715  
   1.925006  261589.287013     0.540161     0.005834     0.018110    -0.591335     0.304597     0.825066     0.034956     0.035571     0.007680    -8.778174     0.000000    -0.015484     0.187923    -0.081202     0.087963    -0.843311  
   1.960516  259664.102425     0.536963     0.005946     0.018134    -0.590351     0.303878     0.825779     0.035258     0.035084     0.007930    -8.148621     0.000000    -0.015813     0.186773    -0.058937     0.063845    -0.612083  
   1.984686  258353.690081     0.534116     0.006511     0.018124    -0.589208     0.302802     0.825815     0.035530     0.034348     0.008091    -7.734977     0.000000    -0.016033     0.185756    -0.035702     0.038675    -0.370781  
   1.996922  257690.316682     0.578012     0.005041     0.018076    -0.587807     0.301621     0.825060     0.035783     0.033932     0.008154    -7.530138     0.000000    -0.017530     0.201008    -0.011940     0.012934    -0.124001  
   2.039109  255403.154393     0.609715     0.004645     0.018242    -0.589320     0.304817     0.828385     0.035781     0.035595     0.008525    -6.829157     0.000000    -0.019081     0.211982    -0.150752     0.163305    -1.565617  
   2.116363  251214.779588     0.627442     0.006426     0.018342    -0.588246     0.305562     0.830851     0.036313     0.035937     0.009131    -5.667073     0.000000    -0.020847     0.218040    -0.144365     0.156386    -1.499287  
   2.190752  247181.745090     0.651552     0.006704     0.018366    -0.586149     0.305818     0.832201     0.038330     0.035952     0.009700    -4.660208     0.000000    -0.023007     0.226300    -0.134482     0.145681    -1.396653  
   2.260444  243403.357593     0.680761     0.007013     0.018327    -0.583346     0.305879     0.832602     0.041246     0.035813     0.010218    -3.814767     0.000000    -0.025532     0.236316    -0.121631     0.131759    -1.263186  
   2.323723  239972.653537     0.712952     0.007354     0.018235    -0.579968     0.305803     0.832057     0.044323     0.035560     0.010667    -3.127477     0.000000    -0.028341     0.247351    -0.106325     0.115179    -1.104232  
   2.379031  236974.108242     0.745664     0.007713     0.018094    -0.576174     0.305565     0.830644     0.047394     0.035191     0.011030    -2.588160     0.000000    -0.031297     0.258557    -0.089089     0.096508    -0.925226  
   2.425006  234481.555844     0.776133     0.008087     0.017918    -0.572181     0.305084     0.828536     0.050319     0.034674     0.011298    -2.182612     0.000000    -0.034193     0.268982    -0.070429     0.076294    -0.731436  
   2.460516  232556.371256     0.802577     0.008525     0.017722    -0.568229     0.304204     0.825954     0.053009     0.033935     0.011467    -1.895487     0.000000    -0.036784     0.278023    -0.050806     0.055037    -0.527643  
   2.484686  231245.958912     0.833644     0.009735     0.017515    -0.564472     0.302610     0.823059     0.055483     0.032784     0.011532    -1.712872     0.000000    -0.039106     0.288707    -0.030615     0.033164    -0.317944  
   2.496922  230582.585513     0.985721     0.007874     0.017302    -0.560951     0.300275     0.819909     0.057855     0.031618     0.011492    -1.624336     0.000000    -0.044487     0.341538    -0.010196     0.011045    -0.105887  
   2.539109  228295.423224     0.926375     0.006634     0.017271    -0.559462     0.304962     0.819956     0.058496     0.033858     0.011823    -1.323577     0.000000    -0.045620     0.320638    -0.127924     0.138576    -1.328544  
   2.616363  224107.048419     1.035075     0.009808     0.016610    -0.549400     0.305964     0.813183     0.101837     0.033755     0.012006    -0.875989     0.000000    -0.056100     0.357821    -0.120282     0.130298    -1.249179  
   2.690752  220074.013921     1.174459     0.010887     0.015556    -0.534857     0.305878     0.801641     0.168583     0.032802     0.011838    -0.538417     0.000000    -0.070516     0.405418    -0.109257     0.118354    -1.134673  
   2.760444  216295.626424     1.357577     0.012140     0.014040    -0.515226     0.304732     0.784500     0.263095     0.031006     0.011205    -0.301655     0.000000    -0.090167     0.467894    -0.095463     0.103413    -0.991425  
   2.823723  212864.922368     1.592817     0.013536     0.013051    -0.489098     0.301492     0.766479     0.365389     0.027882     0.010870    -0.149747     0.000000    -0.115514     0.548159    -0.079537     0.086160    -0.826027  
   2.879031  209866.377073     1.888746     0.014966     0.012311    -0.454504     0.293718     0.744969     0.480194     0.022512     0.010640    -0.062902     0.000000    -0.144617     0.649403    -0.062237     0.067420    -0.646359  
   2.925006  207373.824675     2.269528     0.016380     0.011767    -0.409026     0.276257     0.719476     0.592974     0.013528     0.010485    -0.020585     0.000000    -0.170403     0.780749    -0.044526     0.048234    -0.462423  
   2.960516  205448.640087     2.842101     0.018330     0.011673    -0.349877     0.238078     0.691025     0.686750    -0.000729     0.010647    -0.004408     0.000000    -0.177656     0.981145    -0.027637     0.029938    -0.287017  
   2.984686  204138.227743     4.073132     0.027331     0.011996    -0.273574     0.197619     0.656741     0.753338    -0.014106     0.011117    -0.000371     0.000000    -0.162066     1.415453    -0.013098     0.014189    -0.136030  
   2.996922  203474.854344     9.871886     0.007980     0.012587    -0.180892     0.322398     0.616374     0.805686     0.088976     0.011759     0.000000     0.000000    -0.306886     3.466893    -0.002901     0.003143    -0.030132  

Fin
y(m)         Re           Ai           Cd_i         Cd_v         Cl           CP.x(%)      Trans.top    Trans.bot    Cm_i         Cm_v         Bending.mom  Vd.x         Vd.y         Vd.z         F.x          F.y          F.z        
  -0.225964  101218.238607     0.076055    -0.001393     0.013842     0.124922     0.384125     0.970544     1.000000     0.001098     0.047676     0.083232     0.000000     0.026548    -0.166212     0.000000     0.047452     0.000000  
  -0.184061  120149.956632     0.612530    -0.001481     0.012666     0.159696     0.305059     0.964849     1.000000     0.001350     0.033654     0.055188     0.000000     0.213821    -0.211686     0.000000     0.142970     0.000000  
  -0.120000  149092.521429     0.902435    -0.002891     0.011264     0.167508     0.284113     0.961568     1.000000     0.001352     0.020723     0.021474     0.000000     0.315035    -0.343187     0.000000     0.241682     0.000000  
  -0.055939  178035.086226     1.413353    -0.005235     0.010339     0.156209     0.259503     0.954752     0.996417     0.001260     0.013319     0.003242     0.000000     0.493453    -0.789001     0.000000     0.207223     0.000000  
  -0.014036  196966.804252     4.164753    -0.005993     0.009962     0.104675     0.515915     0.962855     0.987592     0.001698     0.010113     0.000000     0.000000     1.456339    -3.129546     0.000000     0.077373     0.000000  

Fin
y(m)         Re           Ai           Cd_i         Cd_v         Cl           CP.x(%)      Trans.top    Trans.bot    Cm_i         Cm_v         Bending.mom  Vd.x         Vd.y         Vd.z         F.x          F.y          F.z        
  -0.225964  101218.238607    -0.070035    -0.001376     0.013844    -0.124576     0.381580     1.000000     0.970632     0.001092     0.047685     0.000000     0.000000    -0.024447    -0.166894     0.000000    -0.047320     0.000000  
  -0.184061  120149.956632    -0.606854    -0.001465     0.012669    -0.159094     0.303351     1.000000     0.964982     0.001355     0.033660    -0.001983     0.000000    -0.211840    -0.212464    -0.000000    -0.142431    -0.000000  
  -0.120000  149092.521429    -0.902444    -0.002876     0.011268    -0.166504     0.280000     1.000000     0.961897     0.001374     0.020731    -0.014139     0.000000    -0.315038    -0.344050     0.000000    -0.240235     0.000000  
  -0.055939  178035.086226    -1.426694    -0.005208     0.010345    -0.154845     0.234480     0.996340     0.955238     0.001377     0.013327    -0.041684     0.000000    -0.498113    -0.788820     0.000000    -0.205414     0.000000  
  -0.014036  196966.804252    -4.160776    -0.005930     0.009964    -0.103692     0.480707     0.987505     0.963010     0.004772     0.010116    -0.068309     0.000000    -1.454943    -3.116436     0.000000    -0.076646     0.000000  

Panel    CtrlPt.x     CtrlPt.y     CtrlPt.z     N.x          N.y          N.z          Area         Cp
Main Wing - Cp Coefficients
Strip 1
     24     1.217072    -2.984507     0.379376     0.185277    -0.071103    -0.980111     0.000013    -1.293461
     25     1.215977    -2.986563     0.379318     0.185277    -0.071103    -0.980111     0.000013   -10.366203
     26     1.209997    -2.984581     0.377848     0.228748    -0.062958    -0.971448     0.000040    -0.527237
     27     1.206138    -2.986676     0.377075     0.228748    -0.062958    -0.971448     0.000040    -7.004906
     28     1.194870    -2.984779     0.374117     0.253461    -0.058143    -0.965597     0.000064     0.033037
     29     1.188508    -2.986920     0.372576     0.253461    -0.058143    -0.965597     0.000064    -3.731975
