SOLARTII_v1_Mass_Dihedral_5deg
T1-20.0 m/s-TriUniform-ThickSurf-x0.64m-z0.0m

 alpha       beta         phi          ctrl         VInf(m/s)
       -5.5            0            0            0           20

CL           CX           CY           CD_inviscid  CD_viscous   Cl           Cm_inviscid  Cm_viscous   Cn_inviscid  Cn_viscous
   -0.52061     0.021592   2.4511e-05    0.0067597     0.014833  -0.00070676     0.014422    0.0030145  -4.4215e-05  -1.1194e-06
CP.x(m)      CP.y(m)      CP.z(m)      NP.x(m)      
    0.65617     0.007562     0.085581            0            0

mass(kg)     CoG.x(m)     CoG.y(m)     CoG.z(m)     CoG_Ixx(kg.m²)  CoG_Iyy(kg.m²)  CoG_Izz(kg.m²)  CoG_Ixz(kg.m²)  
     19.502         0.64  -1.9925e-17     0.017249          100          100          100          100





Main Wing
y(m)         Re           Ai           Cd_i         Cd_v         Cl           CP.x(%)      Trans.top    Trans.bot    Cm_i         Cm_v         Bending.mom  Vd.x         Vd.y         Vd.z         F.x          F.y          F.z        
   3673     0.675859     0.551845     0.092739     0.223029     0.064432    -0.972680     0.002079    -0.347328
   3674     0.634383     0.526230     0.082346     0.183383     0.072846    -0.980339     0.002298    -0.389778
   3675     0.620333     0.552344     0.081658     0.183383     0.072846    -0.980339     0.002269    -0.455305
   3676     0.576227     0.526622     0.072243     0.147450     0.080651    -0.985776     0.002360    -0.495900
   3677     0.561780     0.552676     0.072214     0.147450     0.080651    -0.985776     0.002331    -0.566541
   3678     0.517286     0.526822     0.064281     0.105357     0.090003    -0.990353     0.002289    -0.613712
   3679     0.503580     0.552800     0.065184     0.105357     0.090003    -0.990353     0.002260    -0.697059
   3680     0.460950     0.526784     0.059288     0.049577     0.102589    -0.993488     0.002089    -0.750292
   3681     0.449079     0.552675     0.061369     0.049577     0.102589    -0.993488     0.002063    -0.846556
   3682     0.410465     0.526486     0.057844    -0.023141     0.119054    -0.992618     0.001778    -0.901063
   3683     0.401429     0.552295     0.061150    -0.023141     0.119054    -0.992618     0.001755    -1.027194
   3684     0.368780     0.525960     0.059873    -0.118335     0.140331    -0.983008     0.001372    -1.079879
   3685     0.363432     0.551711     0.064193    -0.118335     0.140331    -0.983008     0.001355    -1.326010
   3686     0.338374     0.525287     0.064680    -0.274798     0.173732    -0.945676     0.000902    -1.357387
   3687     0.337356     0.551013     0.069702    -0.274798     0.173732    -0.945676     0.000891    -2.120549
   3688     0.321068     0.524554     0.071429    -0.684963     0.244623    -0.686284     0.000446    -1.614239
   3689     0.324760     0.550279     0.076913    -0.684963     0.244623    -0.686284     0.000441    -2.668011
   3690     0.324036     0.549619     0.084427    -0.911296     0.182486     0.369106     0.000642     0.217614
   3691     0.319611     0.523225     0.086552    -0.911296     0.182486     0.369106     0.000650     0.883600
   3692     0.334444     0.548354     0.099953    -0.642679     0.073917     0.762562     0.001018     0.780853
   3693     0.334710     0.521942     0.102738    -0.642679     0.073917     0.762562     0.001030     0.520868
   3694     0.358460     0.547172     0.115836    -0.398234    -0.001492     0.917283     0.001395     0.164758
   3695     0.363197     0.520864     0.117850    -0.398234    -0.001492     0.917283     0.001413    -0.002055
   3696     0.394949     0.546379     0.128451    -0.209024    -0.052278     0.976512     0.001755    -0.199028
   3697     0.403622     0.520240     0.128909    -0.209024    -0.052278     0.976512     0.001777    -0.226444
   3698     0.441885     0.546108     0.136089    -0.076778    -0.084262     0.993481     0.002061    -0.286554
   3699     0.453679     0.520147     0.134798    -0.076778    -0.084262     0.993481     0.002087    -0.233497
   3700     0.496482     0.546321     0.138898    -0.003275    -0.100592     0.994922     0.002270    -0.232047
   3701     0.510348     0.520489     0.136331    -0.003275    -0.100592     0.994922     0.002299    -0.174758
   3702     0.555428     0.546878     0.138181     0.044799    -0.110514     0.992864     0.002351    -0.155183
   3703     0.570218     0.521137     0.134649     0.044799    -0.110514     0.992864     0.002381    -0.085204
   3704     0.615185     0.547646     0.135119     0.067771    -0.114947     0.991057     0.002291    -0.060038
   3705     0.629685     0.521941     0.131146     0.067771    -0.114947     0.991057     0.002320     0.010260
   3706     0.672149     0.548458     0.131273     0.070276    -0.115403     0.990830     0.002090     0.033388
   3707     0.685163     0.522737     0.127354     0.070276    -0.115403     0.990830     0.002117     0.101225
   3708     0.722899     0.549168     0.128005     0.053871    -0.112543     0.992185     0.001762     0.118525
   3709     0.733331     0.523388     0.124514     0.053871    -0.112543     0.992185     0.001785     0.181693
   3710     0.764419     0.549674     0.126191     0.020337    -0.106850     0.994067     0.001331     0.193701
   3711     0.771344     0.523815     0.123270     0.020337    -0.106850     0.994067     0.001348     0.242751
   3712     0.794297     0.549947     0.125943    -0.026790    -0.098905     0.994736     0.000827     0.256847
   3713     0.797017     0.524016     0.123438    -0.026790    -0.098905     0.994736     0.000838     0.279905
   3714     0.810868     0.550036     0.126516    -0.076135    -0.090500     0.992982     0.000281     0.296444
   3715     0.808954     0.524066     0.124003    -0.076135    -0.090500     0.992982     0.000284     0.012686
Strip 72
   3716     0.821798     0.601370     0.131767     0.185277     0.071103    -0.980111     0.000275     0.044190
   3717     0.823659     0.626722     0.133958     0.185277     0.071103    -0.980111     0.000271     0.214046
   3718     0.810197     0.601490     0.129262     0.228748     0.062958    -0.971448     0.000813     0.175947
   3719     0.807592     0.626906     0.130295     0.228748     0.062958    -0.971448     0.000803     0.114955
   3720     0.785417     0.601815     0.123149     0.253461     0.058143    -0.965597     0.001307     0.078636
   3721     0.778817     0.627304     0.122951     0.253461     0.058143    -0.965597     0.001291    -0.020731
   3722     0.748910     0.602335     0.113664     0.249309     0.058981    -0.966626     0.001721    -0.064559
   3723     0.738976     0.627867     0.112659     0.249309     0.058981    -0.966626     0.001700    -0.176492
   3724     0.702708     0.602939     0.102280     0.223029     0.064432    -0.972680     0.002028    -0.227271
   3725     0.690278     0.628463     0.101120     0.223029     0.064432    -0.972680     0.002002    -0.325645
   3726     0.649378     0.603483     0.090892     0.183383     0.072846    -0.980339     0.002213    -0.374363
   3727     0.635441     0.628956     0.090177     0.183383     0.072846    -0.980339     0.002186    -0.443667
   3728     0.591947     0.603871     0.080914     0.147450     0.080651    -0.985776     0.002273    -0.486580
   3729     0.577614     0.629284     0.080850     0.147450     0.080651    -0.985776     0.002245    -0.562353
   3730     0.533740     0.604067     0.073052     0.105357     0.090003    -0.990353     0.002204    -0.609234
   3731     0.520137     0.629406     0.073907     0.105357     0.090003    -0.990353     0.002177    -0.697472
   3732     0.478106     0.604030     0.068121     0.049577     0.102589    -0.993488     0.002013    -0.748315
   3733     0.466313     0.629283     0.070140     0.049577     0.102589    -0.993488     0.001988    -0.847387
   3734     0.428250     0.603736     0.066694    -0.023141     0.119054    -0.992618     0.001712    -0.897180
   3735     0.419254     0.628907     0.069923    -0.023141     0.119054    -0.992618     0.001691    -1.019319
   3736     0.387085     0.603217     0.068698    -0.118335     0.140331    -0.983008     0.001322    -1.066527
   3737     0.381728     0.628331     0.072929    -0.118335     0.140331    -0.983008     0.001305    -1.287968
   3738     0.357058     0.602552     0.073445    -0.274798     0.173732    -0.945676     0.000869    -1.325058
   3739     0.355976     0.627641     0.078369    -0.274798     0.173732    -0.945676     0.000858    -1.997013
   3740     0.339967     0.601828     0.080110    -0.684963     0.244623    -0.686284     0.000430    -1.551869
   3741     0.343536     0.626917     0.085491    -0.684963     0.244623    -0.686284     0.000425    -2.594603
   3742     0.342821     0.626264     0.092912    -0.911296     0.182486     0.369106     0.000618     0.298430
   3743     0.338529     0.600515     0.095045    -0.911296     0.182486     0.369106     0.000626     0.906174
   3744     0.353099     0.625015     0.108245    -0.642679     0.073917     0.762562     0.000980     0.788038
   3745     0.353439     0.599248     0.111029    -0.642679     0.073917     0.762562     0.000993     0.531139
   3746     0.376817     0.623848     0.123931    -0.398234    -0.001492     0.917283     0.001344     0.193424
   3747     0.381572     0.598184     0.125953    -0.398234    -0.001492     0.917283     0.001361     0.013115
   3748     0.412854     0.623065     0.136389    -0.209024    -0.052278     0.976512     0.001690    -0.168322
   3749     0.421493     0.597568     0.136874    -0.209024    -0.052278     0.976512     0.001712    -0.209889
   3750     0.459207     0.622797     0.143932    -0.076778    -0.084262     0.993481     0.001986    -0.263674
   3751     0.470926     0.597476     0.142690    -0.076778    -0.084262     0.993481     0.002011    -0.218064
   3752     0.513127     0.623008     0.146706    -0.003275    -0.100592     0.994922     0.002186    -0.214678
   3753     0.526889     0.597814     0.144204    -0.003275    -0.100592     0.994922     0.002214    -0.160289
   3754     0.571341     0.623558     0.145998     0.044799    -0.110514     0.992864     0.002265    -0.139305
   3755     0.586013     0.598454     0.142542     0.044799    -0.110514     0.992864     0.002293    -0.070761
   3756     0.630357     0.624316     0.142974     0.067771    -0.114947     0.991057     0.002207    -0.044210
   3757     0.644738     0.599248     0.139083     0.067771    -0.114947     0.991057     0.002235     0.024533
   3758     0.686613     0.625118     0.139175     0.070276    -0.115403     0.990830     0.002014     0.049644
   3759     0.699525     0.600033     0.135338     0.070276    -0.115403     0.990830     0.002039     0.114193
   3760     0.736733     0.625820     0.135948     0.053871    -0.112543     0.992185     0.001698     0.134768
   3761     0.747093     0.600676     0.132534     0.053871    -0.112543     0.992185     0.001719     0.191463
   3762     0.777738     0.626320     0.134157     0.020337    -0.106850     0.994067     0.001283     0.206857
   3763     0.784632     0.601098     0.131305     0.020337    -0.106850     0.994067     0.001299     0.248461
   3764     0.807244     0.626588     0.133912    -0.026790    -0.098905     0.994736     0.000797     0.262514
   3765     0.809984     0.601296     0.131471    -0.026790    -0.098905     0.994736     0.000807     0.279811
   3766     0.823609     0.626676     0.134478    -0.076135    -0.090500     0.992982     0.000270     0.294647
   3767     0.821772     0.601347     0.132029    -0.076135    -0.090500     0.992982     0.000274     0.009200
Strip 73
   3768     0.834194     0.676107     0.139533     0.185277     0.071103    -0.980111     0.000258     0.042043
   3769     0.835874     0.700196     0.141598     0.185277     0.071103    -0.980111     0.000255     0.216057
   3770     0.822735     0.676226     0.137058     0.228748     0.062958    -0.971448     0.000763     0.180151
   3771     0.820002     0.700378     0.137979     0.228748     0.062958    -0.971448     0.000754     0.119921
   3772     0.798259     0.676547     0.131019     0.253461     0.058143    -0.965597     0.001226     0.084464
   3773     0.791574     0.700771     0.130723     0.253461     0.058143    -0.965597     0.001212    -0.011734
   3774     0.762198     0.677060     0.121651     0.249309     0.058981    -0.966626     0.001615    -0.057142
   3775     0.752213     0.701327     0.120556     0.249309     0.058981    -0.966626     0.001596    -0.164688
   3776     0.716560     0.677657     0.110405     0.223029     0.064432    -0.972680     0.001903    -0.218355
   3777     0.704102     0.701916     0.109156     0.223029     0.064432    -0.972680     0.001880    -0.313911
   3778     0.663882     0.678195     0.099156     0.183383     0.072846    -0.980339     0.002077    -0.365468
   3779     0.649926     0.702403     0.098345     0.183383     0.072846    -0.980339     0.002052    -0.434302
   3780     0.607152     0.678578     0.089301     0.147450     0.080651    -0.985776     0.002133    -0.479246
   3781     0.592797     0.702727     0.089129     0.147450     0.080651    -0.985776     0.002108    -0.555732
   3782     0.549656     0.678772     0.081534     0.105357     0.090003    -0.990353     0.002069    -0.603541
   3783     0.536012     0.702848     0.082270     0.105357     0.090003    -0.990353     0.002044    -0.692532
   3784     0.494700     0.678735     0.076663     0.049577     0.102589    -0.993488     0.001889    -0.743269
   3785     0.482836     0.702726     0.078548     0.049577     0.102589    -0.993488     0.001866    -0.841930
   3786     0.445452     0.678445     0.075254    -0.023141     0.119054    -0.992618     0.001607    -0.891082
   3787     0.436344     0.702355     0.078334    -0.023141     0.119054    -0.992618     0.001588    -1.010147
   3788     0.404789     0.677932     0.077233    -0.118335     0.140331    -0.983008     0.001240    -1.057508
   3789     0.399270     0.701785     0.081303    -0.118335     0.140331    -0.983008     0.001226    -1.270665
   3790     0.375128     0.677275     0.081922    -0.274798     0.173732    -0.945676     0.000815    -1.311375
   3791     0.373827     0.701104     0.086677    -0.274798     0.173732    -0.945676     0.000806    -1.959747
   3792     0.358245     0.676560     0.088505    -0.684963     0.244623    -0.686284     0.000403    -1.527051
   3793     0.361536     0.700388     0.093714    -0.684963     0.244623    -0.686284     0.000399    -2.582335
   3794     0.360830     0.699744     0.101046    -0.911296     0.182486     0.369106     0.000580     0.320050
   3795     0.356824     0.675263     0.103259    -0.911296     0.182486     0.369106     0.000587     0.911509
   3796     0.370985     0.698510     0.116195    -0.642679     0.073917     0.762562     0.000920     0.790939
   3797     0.371553     0.674011     0.119048    -0.642679     0.073917     0.762562     0.000931     0.536970
   3798     0.394418     0.697357     0.131691    -0.398234    -0.001492     0.917283     0.001262     0.202481
   3799     0.399343     0.672961     0.133790    -0.398234    -0.001492     0.917283     0.001277     0.022544
   3800     0.430021     0.696583     0.144000    -0.209024    -0.052278     0.976512     0.001587    -0.155006
   3801     0.438777     0.672352     0.144577    -0.209024    -0.052278     0.976512     0.001606    -0.198913
   3802     0.475816     0.696318     0.151451    -0.076778    -0.084262     0.993481     0.001864    -0.250117
   3803     0.487608     0.672261     0.150322    -0.076778    -0.084262     0.993481     0.001887    -0.207501
   3804     0.529087     0.696526     0.154191    -0.003275    -0.100592     0.994922     0.002053    -0.202539
   3805     0.542888     0.672594     0.151817    -0.003275    -0.100592     0.994922     0.002077    -0.150561
   3806     0.586599     0.697070     0.153493     0.044799    -0.110514     0.992864     0.002126    -0.128315
   3807     0.601290     0.673227     0.150176     0.044799    -0.110514     0.992864     0.002152    -0.062083
   3808     0.644904     0.697819     0.150504     0.067771    -0.114947     0.991057     0.002072    -0.034381
   3809     0.659298     0.674011     0.146759     0.067771    -0.114947     0.991057     0.002097     0.031873
   3810     0.700482     0.698612     0.146752     0.070276    -0.115403     0.990830     0.001891     0.058029
   3811     0.713416     0.674787     0.143059     0.070276    -0.115403     0.990830     0.001913     0.119637
   3812     0.749998     0.699304     0.143563     0.053871    -0.112543     0.992185     0.001594     0.141288
   3813     0.760403     0.675422     0.140289     0.053871    -0.112543     0.992185     0.001613     0.194777
   3814     0.790508     0.699798     0.141794     0.020337    -0.106850     0.994067     0.001204     0.211108
   3815     0.797483     0.675839     0.139076     0.020337    -0.106850     0.994067     0.001219     0.250516
   3816     0.819658     0.700064     0.141551    -0.026790    -0.098905     0.994736     0.000748     0.264366
   3817     0.822525     0.676035     0.139239    -0.026790    -0.098905     0.994736     0.000757     0.281284
   3818     0.835825     0.700151     0.142111    -0.076135    -0.090500     0.992982     0.000254     0.294552
   3819     0.834169     0.676084     0.139791    -0.076135    -0.090500     0.992982     0.000257     0.006920
Strip 74
   3820     0.845864     0.746462     0.146843     0.185277     0.071103    -0.980111     0.000235     0.041040
   3821     0.847263     0.768694     0.148720     0.185277     0.071103    -0.980111     0.000233     0.217271
   3822     0.834540     0.746580     0.144397     0.228748     0.062958    -0.971448     0.000695     0.182737
   3823     0.831572     0.768874     0.145143     0.228748     0.062958    -0.971448     0.000688     0.121999
   3824     0.810349     0.746896     0.138429     0.253461     0.058143    -0.965597     0.001118     0.087863
   3825     0.803468     0.769263     0.137970     0.253461     0.058143    -0.965597     0.001106    -0.007543
   3826     0.774708     0.747404     0.129169     0.249309     0.058981    -0.966626     0.001473    -0.053233
   3827     0.764556     0.769812     0.127918     0.249309     0.058981    -0.966626     0.001456    -0.158588
   3828     0.729602     0.747994     0.118055     0.223029     0.064432    -0.972680     0.001735    -0.213495
   3829     0.716993     0.770395     0.116648     0.223029     0.064432    -0.972680     0.001716    -0.307101
   3830     0.677537     0.748525     0.106937     0.183383     0.072846    -0.980339     0.001894    -0.359977
   3831     0.663433     0.770876     0.105959     0.183383     0.072846    -0.980339     0.001873    -0.427873
   3832     0.621467     0.748903     0.097196     0.147450     0.080651    -0.985776     0.001945    -0.473965
   3833     0.606953     0.771196     0.096849     0.147450     0.080651    -0.985776     0.001924    -0.550125
   3834     0.564639     0.749095     0.089519     0.105357     0.090003    -0.990353     0.001886    -0.598781
   3835     0.550814     0.771316     0.090067     0.105357     0.090003    -0.990353     0.001865    -0.687509
   3836     0.510323     0.749059     0.084704     0.049577     0.102589    -0.993488     0.001722    -0.738832
   3837     0.498242     0.771196     0.086387     0.049577     0.102589    -0.993488     0.001703    -0.836771
   3838     0.461647     0.748772     0.083311    -0.023141     0.119054    -0.992618     0.001465    -0.886487
   3839     0.452278     0.770829     0.086175    -0.023141     0.119054    -0.992618     0.001449    -1.003864
   3840     0.421456     0.748265     0.085267    -0.118335     0.140331    -0.983008     0.001131    -1.052144
   3841     0.415625     0.770266     0.089110    -0.118335     0.140331    -0.983008     0.001119    -1.262017
   3842     0.392139     0.747616     0.089901    -0.274798     0.173732    -0.945676     0.000743    -1.304644
   3843     0.390471     0.769592     0.094423    -0.274798     0.173732    -0.945676     0.000735    -1.943093
   3844     0.375451     0.746909     0.096408    -0.684963     0.244623    -0.686284     0.000368    -1.517149
   3845     0.378318     0.768884     0.101379    -0.684963     0.244623    -0.686284     0.000364    -2.584072
   3846     0.377620     0.768247     0.108631    -0.911296     0.182486     0.369106     0.000530     0.329367
   3847     0.374046     0.745627     0.110992    -0.911296     0.182486     0.369106     0.000536     0.913552
   3848     0.387660     0.767027     0.123607    -0.642679     0.073917     0.762562     0.000840     0.793305
   3849     0.388605     0.744390     0.126598    -0.642679     0.073917     0.762562     0.000849     0.540363
   3850     0.410828     0.765887     0.138927    -0.398234    -0.001492     0.917283     0.001151     0.208117
   3851     0.416073     0.743352     0.141168    -0.398234    -0.001492     0.917283     0.001164     0.028271
   3852     0.446027     0.765123     0.151095    -0.209024    -0.052278     0.976512     0.001448    -0.147093
   3853     0.455050     0.742750     0.151829    -0.209024    -0.052278     0.976512     0.001465    -0.192045
   3854     0.491302     0.764861     0.158461    -0.076778    -0.084262     0.993481     0.001701    -0.241615
   3855     0.503313     0.742660     0.157507    -0.076778    -0.084262     0.993481     0.001720    -0.200670
   3856     0.543968     0.765067     0.161170    -0.003275    -0.100592     0.994922     0.001873    -0.194603
   3857     0.557951     0.742990     0.158984    -0.003275    -0.100592     0.994922     0.001894    -0.144254
   3858     0.600826     0.765604     0.160479     0.044799    -0.110514     0.992864     0.001941    -0.121220
   3859     0.615674     0.743615     0.157362     0.044799    -0.110514     0.992864     0.001963    -0.056626
   3860     0.658468     0.766344     0.157525     0.067771    -0.114947     0.991057     0.001891    -0.028414
   3861     0.673007     0.744390     0.153984     0.067771    -0.114947     0.991057     0.001912     0.036222
   3862     0.713414     0.767128     0.153815     0.070276    -0.115403     0.990830     0.001725     0.062718
   3863     0.726495     0.745157     0.150328     0.070276    -0.115403     0.990830     0.001745     0.122631
   3864     0.762365     0.767813     0.150663     0.053871    -0.112543     0.992185     0.001455     0.144799
   3865     0.772934     0.745785     0.147590     0.053871    -0.112543     0.992185     0.001471     0.196462
   3866     0.802414     0.768301     0.148913     0.020337    -0.106850     0.994067     0.001099     0.213485
   3867     0.809582     0.746197     0.146391     0.020337    -0.106850     0.994067     0.001111     0.251660
   3868     0.831232     0.768564     0.148674    -0.026790    -0.098905     0.994736     0.000683     0.265508
   3869     0.834332     0.746390     0.146553    -0.026790    -0.098905     0.994736     0.000691     0.282388
   3870     0.847214     0.768650     0.149227    -0.076135    -0.090500     0.992982     0.000232     0.294522
   3871     0.845839     0.746439     0.147098    -0.076135    -0.090500     0.992982     0.000234     0.005771
Strip 75
   3872     0.856519     0.810701     0.153517     0.185277     0.071103    -0.980111     0.000207     0.040521
   3873     0.857543     0.830530     0.155149     0.185277     0.071103    -0.980111     0.000205     0.218080
   3874     0.845319     0.810818     0.151098     0.228748     0.062958    -0.971448     0.000613     0.184808
   3875     0.842017     0.830709     0.151610     0.228748     0.062958    -0.971448     0.000607     0.122821
   3876     0.821389     0.811131     0.145195     0.253461     0.058143    -0.965597     0.000986     0.090467
   3877     0.814206     0.831093     0.144512     0.253461     0.058143    -0.965597     0.000976    -0.005176
   3878     0.786133     0.811633     0.136035     0.249309     0.058981    -0.966626     0.001299    -0.050838
   3879     0.775699     0.831637     0.134565     0.249309     0.058981    -0.966626     0.001286    -0.154799
   3880     0.741513     0.812217     0.125040     0.223029     0.064432    -0.972680     0.001530    -0.210583
   3881     0.728631     0.832213     0.123411     0.223029     0.064432    -0.972680     0.001515    -0.302790
   3882     0.690007     0.812743     0.114041     0.183383     0.072846    -0.980339     0.001670    -0.356439
   3883     0.675628     0.832690     0.112834     0.183383     0.072846    -0.980339     0.001654    -0.423535
   3884     0.634540     0.813117     0.104405     0.147450     0.080651    -0.985776     0.001716    -0.470320
   3885     0.619735     0.833007     0.103817     0.147450     0.080651    -0.985776     0.001698    -0.545949
   3886     0.578323     0.813307     0.096810     0.105357     0.090003    -0.990353     0.001664    -0.595280
   3887     0.564179     0.833125     0.097106     0.105357     0.090003    -0.990353     0.001647    -0.683543
   3888     0.524590     0.813271     0.092047     0.049577     0.102589    -0.993488     0.001519    -0.735516
   3889     0.512152     0.833006     0.093464     0.049577     0.102589    -0.993488     0.001504    -0.832835
   3890     0.476436     0.812987     0.090668    -0.023141     0.119054    -0.992618     0.001292    -0.883298
   3891     0.466665     0.832643     0.093254    -0.023141     0.119054    -0.992618     0.001279    -0.999692
   3892     0.436676     0.812485     0.092603    -0.118335     0.140331    -0.983008     0.000998    -1.048894
   3893     0.430391     0.832086     0.096158    -0.118335     0.140331    -0.983008     0.000988    -1.257282
   3894     0.407672     0.811843     0.097187    -0.274798     0.173732    -0.945676     0.000656    -1.300672
   3895     0.405496     0.831419     0.101416    -0.274798     0.173732    -0.945676     0.000649    -1.933922
   3896     0.391162     0.811144     0.103624    -0.684963     0.244623    -0.686284     0.000324    -1.513374
   3897     0.393468     0.830719     0.108299    -0.684963     0.244623    -0.686284     0.000321    -2.589807
   3898     0.392777     0.830088     0.115478    -0.911296     0.182486     0.369106     0.000468     0.334364
   3899     0.389772     0.809876     0.118054    -0.911296     0.182486     0.369106     0.000472     0.914525
   3900     0.402715     0.828881     0.130299    -0.642679     0.073917     0.762562     0.000742     0.795324
   3901     0.404176     0.808652     0.133492    -0.642679     0.073917     0.762562     0.000749     0.542597
   3902     0.425643     0.827753     0.145460    -0.398234    -0.001492     0.917283     0.001017     0.212241
   3903     0.431351     0.807625     0.147905    -0.398234    -0.001492     0.917283     0.001027     0.032115
   3904     0.460478     0.826996     0.157501    -0.209024    -0.052278     0.976512     0.001279    -0.141754
   3905     0.469909     0.807030     0.158451    -0.209024    -0.052278     0.976512     0.001292    -0.187471
   3906     0.505284     0.826737     0.164790    -0.076778    -0.084262     0.993481     0.001502    -0.235959
   3907     0.517655     0.806941     0.164067    -0.076778    -0.084262     0.993481     0.001517    -0.196154
   3908     0.557404     0.826941     0.167470    -0.003275    -0.100592     0.994922     0.001654    -0.189376
   3909     0.571706     0.807267     0.165528    -0.003275    -0.100592     0.994922     0.001671    -0.140142
   3910     0.613672     0.827472     0.166786     0.044799    -0.110514     0.992864     0.001713    -0.116635
   3911     0.628809     0.807886     0.163923     0.044799    -0.110514     0.992864     0.001731    -0.053156
   3912     0.670715     0.828205     0.163862     0.067771    -0.114947     0.991057     0.001670    -0.024723
   3913     0.685526     0.808652     0.160581     0.067771    -0.114947     0.991057     0.001687     0.038935
   3914     0.725090     0.828981     0.160191     0.070276    -0.115403     0.990830     0.001523     0.065486
   3915     0.738439     0.809411     0.156965     0.070276    -0.115403     0.990830     0.001539     0.124406
   3916     0.773532     0.829659     0.157071     0.053871    -0.112543     0.992185     0.001284     0.146921
   3917     0.784378     0.810032     0.154256     0.053871    -0.112543     0.992185     0.001297     0.197277
   3918     0.813164     0.830142     0.155340     0.020337    -0.106850     0.994067     0.000970     0.215066
   3919     0.820631     0.810439     0.153070     0.020337    -0.106850     0.994067     0.000980     0.252194
   3920     0.841681     0.830401     0.155104    -0.026790    -0.098905     0.994736     0.000603     0.266318
   3921     0.845113     0.810630     0.153230    -0.026790    -0.098905     0.994736     0.000609     0.283114
   3922     0.857495     0.830486     0.155651    -0.076135    -0.090500     0.992982     0.000204     0.294364
   3923     0.856495     0.810679     0.153769    -0.076135    -0.090500     0.992982     0.000207     0.005104
Strip 76
   3924     0.865899     0.867244     0.159392     0.185277     0.071103    -0.980111     0.000175     0.040270
   3925     0.866464     0.884182     0.160728     0.185277     0.071103    -0.980111     0.000174     0.218533
   3926     0.854807     0.867359     0.156997     0.228748     0.062958    -0.971448     0.000519     0.186924
   3927     0.851081     0.884359     0.157221     0.228748     0.062958    -0.971448     0.000514     0.122825
   3928     0.831108     0.867670     0.151151     0.253461     0.058143    -0.965597     0.000834     0.092907
   3929     0.823525     0.884740     0.150188     0.253461     0.058143    -0.965597     0.000827    -0.003505
   3930     0.796190     0.868167     0.142079     0.249309     0.058981    -0.966626     0.001098    -0.049218
   3931     0.785370     0.885278     0.140332     0.249309     0.058981    -0.966626     0.001089    -0.151974
   3932     0.751998     0.868745     0.131189     0.223029     0.064432    -0.972680     0.001294    -0.208671
   3933     0.738732     0.885850     0.129280     0.223029     0.064432    -0.972680     0.001283    -0.299808
   3934     0.700986     0.869266     0.120295     0.183383     0.072846    -0.980339     0.001412    -0.354060
   3935     0.686212     0.886322     0.118799     0.183383     0.072846    -0.980339     0.001400    -0.420553
   3936     0.646049     0.869636     0.110750     0.147450     0.080651    -0.985776     0.001451    -0.467850
   3937     0.630828     0.886636     0.109864     0.147450     0.080651    -0.985776     0.001438    -0.542993
   3938     0.590370     0.869825     0.103228     0.105357     0.090003    -0.990353     0.001407    -0.592835
   3939     0.575777     0.886753     0.103214     0.105357     0.090003    -0.990353     0.001394    -0.680597
   3940     0.537149     0.869789     0.098510     0.049577     0.102589    -0.993488     0.001284    -0.733167
   3941     0.524224     0.886635     0.099604     0.049577     0.102589    -0.993488     0.001273    -0.829960
   3942     0.489455     0.869508     0.097144    -0.023141     0.119054    -0.992618     0.001093    -0.881158
   3943     0.479149     0.886276     0.099395    -0.023141     0.119054    -0.992618     0.001083    -0.996872
   3944     0.450073     0.869011     0.099060    -0.118335     0.140331    -0.983008     0.000843    -1.046961
   3945     0.443203     0.885724     0.102273    -0.118335     0.140331    -0.983008     0.000836    -1.254531
   3946     0.421345     0.868375     0.103599    -0.274798     0.173732    -0.945676     0.000554    -1.298034
   3947     0.418533     0.885063     0.107482    -0.274798     0.173732    -0.945676     0.000550    -1.928156
   3948     0.404991     0.867683     0.109974    -0.684963     0.244623    -0.686284     0.000274    -1.512641
   3949     0.406613     0.884369     0.114303    -0.684963     0.244623    -0.686284     0.000272    -2.596686
   3950     0.405928     0.883744     0.121420    -0.911296     0.182486     0.369106     0.000396     0.337537
   3951     0.403614     0.866426     0.124270    -0.911296     0.182486     0.369106     0.000399     0.915116
   3952     0.415777     0.882547     0.136106    -0.642679     0.073917     0.762562     0.000628     0.797157
   3953     0.417882     0.865214     0.139560    -0.642679     0.073917     0.762562     0.000633     0.544076
   3954     0.438499     0.881430     0.151128    -0.398234    -0.001492     0.917283     0.000861     0.215416
   3955     0.444799     0.864197     0.153835    -0.398234    -0.001492     0.917283     0.000868     0.034852
   3956     0.473018     0.880680     0.163059    -0.209024    -0.052278     0.976512     0.001083    -0.137925
   3957     0.482991     0.863607     0.164280    -0.209024    -0.052278     0.976512     0.001092    -0.184339
   3958     0.517418     0.880423     0.170281    -0.076778    -0.084262     0.993481     0.001272    -0.232035
   3959     0.530281     0.863520     0.169841    -0.076778    -0.084262     0.993481     0.001283    -0.193139
   3960     0.569064     0.880625     0.172936    -0.003275    -0.100592     0.994922     0.001400    -0.185850
   3961     0.583816     0.863843     0.171288    -0.003275    -0.100592     0.994922     0.001413    -0.137456
   3962     0.624820     0.881152     0.172258     0.044799    -0.110514     0.992864     0.001451    -0.113649
   3963     0.640373     0.864455     0.169698     0.044799    -0.110514     0.992864     0.001463    -0.050943
   3964     0.681344     0.881878     0.169360     0.067771    -0.114947     0.991057     0.001414    -0.022414
