  8     -0.000241644
  7.17     -0.000228493
  6.14     -0.000210411
  5.31     -0.000194521
  4.35     -0.000172055
  3.59     -0.000151781
  2.9     -0.000129863
  2.24     -0.000106849
  1.75     -8.71233e-05
  1     -5.15068e-05
  0     0
  7.99     -0.000216986
  7.17     -0.000206575
  6.14     -0.000190685
  5.31     -0.000177534
  4.35     -0.000158356
  3.59     -0.000140822
  2.9     -0.00012274
  2.24     -0.00010137
  1.76     -8.43836e-05
  1     -5.15068e-05
  0     0
  7.99     -0.000166575
  7.17     -0.000163288
  6.14     -0.000156164
  5.31     -0.000147397
  4.35     -0.000135342
  3.59     -0.00012274
  2.9     -0.000109041
  2.24     -9.20548e-05
  1.76     -7.83562e-05
  0.99     -5.15068e-05
  -0.01     -5.47945e-07
