FDA-1 V0.0_scaled_2.2-wing04_DPv1_TOLD_Full_UAV_v3.1_body

Right Surface Points
        x()          y()          z()
        1.090          0.110          0.164
        1.090          0.124          0.156
        1.090          0.137          0.146
        1.090          0.147          0.136
        1.090          0.155          0.125
        1.090          0.162          0.113
        1.090          0.167          0.101
        1.090          0.171          0.087
        1.090          0.174          0.074
        1.090          0.176          0.059
        1.090          0.177          0.045
        1.090          0.178          0.030
        1.090          0.178          0.015
        1.090          0.178         -0.000
        1.090          0.178         -0.015
        1.090          0.178         -0.030
        1.090          0.177         -0.045
        1.090          0.176         -0.059
        1.090          0.174         -0.074
        1.090          0.171         -0.087
        1.090          0.167         -0.101
        1.090          0.162         -0.113
        1.090          0.155         -0.125
        1.090          0.147         -0.136
        1.090          0.137         -0.146
        1.090          0.124         -0.156
        1.090          0.110         -0.164
        1.090          0.094         -0.171
        1.090          0.074         -0.177
        1.090          0.052         -0.181
        1.090          0.028         -0.184
        1.090          0.000         -0.186

  Cross Section  29
        1.191          0.000          0.186
        1.191          0.028          0.184
        1.191          0.052          0.181
        1.191          0.074          0.177
        1.191          0.094          0.171
        1.191          0.110          0.164
        1.191          0.124          0.156
        1.191          0.137          0.146
        1.191          0.147          0.136
        1.191          0.155          0.125
        1.191          0.162          0.113
        1.191          0.167          0.101
        1.191          0.171          0.087
        1.191          0.174          0.074
        1.191          0.176          0.059
        1.191          0.177          0.045
        1.191          0.178          0.030
        1.191          0.178          0.015
        1.191          0.178         -0.000
        1.191          0.178         -0.015
        1.191          0.178         -0.030
        1.191          0.177         -0.045
        1.191          0.176         -0.059
        1.191          0.174         -0.074
        1.191          0.171         -0.087
        1.191          0.167         -0.101
        1.191          0.162         -0.113
        1.191          0.155         -0.125
        1.191          0.147         -0.136
        1.191          0.137         -0.146
        1.191          0.124         -0.156
        1.191          0.110         -0.164
        1.191          0.094         -0.171
        1.191          0.074         -0.177
        1.191          0.052         -0.181
        1.191          0.028         -0.184
        1.191          0.000         -0.186

  Cross Section  30
        1.294          0.000          0.186
        1.294          0.028          0.184
        1.294          0.052          0.181
        1.294          0.074          0.177
        1.294          0.094          0.171
        1.294          0.110          0.164
        1.294          0.124          0.156
        1.294          0.137          0.146
        1.294          0.147          0.136
        1.294          0.155          0.125
        1.294          0.162          0.113
        1.294          0.167          0.101
        1.294          0.171          0.087
        1.294          0.174          0.074
        1.294          0.176          0.059
        1.294          0.177          0.045
        1.294          0.178          0.030
        1.294          0.178          0.015
        1.294          0.178         -0.000
        1.294          0.178         -0.015
        1.294          0.178         -0.030
        1.294          0.177         -0.045
        1.294          0.176         -0.059
        1.294          0.174         -0.074
        1.294          0.171         -0.087
        1.294          0.167         -0.101
        1.294          0.162         -0.113
        1.294          0.155         -0.125
        1.294          0.147         -0.136
        1.294          0.137         -0.146
        1.294          0.124         -0.156
        1.294          0.110         -0.164
        1.294          0.094         -0.171
        1.294          0.074         -0.177
        1.294          0.052         -0.181
        1.294          0.028         -0.184
        1.294          0.000         -0.186

  Cross Section  31
        1.399          0.000          0.186
        1.399          0.028          0.184
        1.399          0.052          0.181
        1.399          0.074          0.177
        1.399          0.094          0.171
        1.399          0.110          0.164
        1.399          0.124          0.156
        1.399          0.137          0.146
        1.399          0.147          0.136
        1.399          0.155          0.125
        1.399          0.162          0.113
        1.399          0.167          0.101
        1.399          0.171          0.087
        1.399          0.174          0.074
        1.399          0.176          0.059
        1.399          0.177          0.045
        1.399          0.178          0.030
        1.399          0.178          0.015
        1.399          0.178         -0.000
        1.399          0.178         -0.015
        1.399          0.178         -0.030
        1.399          0.177         -0.045
        1.399          0.176         -0.059
        1.399          0.174         -0.074
        1.399          0.171         -0.087
        1.399          0.167         -0.101
        1.399          0.162         -0.113
        1.399          0.155         -0.125
        1.399          0.147         -0.136
        1.399          0.137         -0.146
        1.399          0.124         -0.156
        1.399          0.110         -0.164
        1.399          0.094         -0.171
        1.399          0.074         -0.177
        1.399          0.052         -0.181
        1.399          0.028         -0.184
        1.399          0.000         -0.186

  Cross Section  32
        1.503          0.000          0.186
        1.503          0.028          0.184
        1.503          0.052          0.181
        1.503          0.074          0.177
        1.503          0.094          0.171
        1.503          0.110          0.164
        1.503          0.124          0.156
        1.503          0.137          0.146
        1.503          0.147          0.136
        1.503          0.155          0.125
        1.503          0.162          0.113
        1.503          0.167          0.101
        1.503          0.171          0.087
        1.503          0.174          0.074
        1.503          0.176          0.059
        1.503          0.177          0.045
        1.503          0.178          0.030
        1.503          0.178          0.015
        1.503          0.178         -0.000
        1.503          0.178         -0.015
        1.503          0.178         -0.030
        1.503          0.177         -0.045
        1.503          0.176         -0.059
        1.503          0.174         -0.074
        1.503          0.171         -0.087
        1.503          0.167         -0.101
        1.503          0.162         -0.113
        1.503          0.155         -0.125
        1.503          0.147         -0.136
        1.503          0.137         -0.146
        1.503          0.124         -0.156
        1.503          0.110         -0.164
        1.503          0.094         -0.171
        1.503          0.074         -0.177
        1.503          0.052         -0.181
        1.503          0.028         -0.184
        1.503          0.000         -0.186

  Cross Section  33
        1.605          0.000          0.186
        1.605          0.028          0.184
        1.605          0.052          0.181
        1.605          0.074          0.177
        1.605          0.094          0.171
        1.605          0.110          0.164
        1.605          0.124          0.156
        1.605          0.137          0.146
        1.605          0.147          0.136
        1.605          0.155          0.125
        1.605          0.162          0.113
        1.605          0.167          0.101
        1.605          0.171          0.087
        1.605          0.174          0.074
        1.605          0.176          0.059
        1.605          0.177          0.045
        1.605          0.178          0.030
        1.605          0.178          0.015
        1.605          0.178         -0.000
        1.605          0.178         -0.015
        1.605          0.178         -0.030
        1.605          0.177         -0.045
        1.605          0.176         -0.059
        1.605          0.174         -0.074
        1.605          0.171         -0.087
        1.605          0.167         -0.101
        1.605          0.162         -0.113
        1.605          0.155         -0.125
        1.605          0.147         -0.136
        1.605          0.137         -0.146
        1.605          0.124         -0.156
        1.605          0.110         -0.164
        1.605          0.094         -0.171
        1.605          0.074         -0.177
        1.605          0.052         -0.181
        1.605          0.028         -0.184
        1.605          0.000         -0.186

  Cross Section  34
        1.703          0.000          0.186
        1.703          0.028          0.184
        1.703          0.052          0.181
        1.703          0.074          0.177
        1.703          0.094          0.171
        1.703          0.110          0.164
        1.703          0.124          0.156
        1.703          0.137          0.146
        1.703          0.147          0.136
        1.703          0.155          0.125
        1.703          0.162          0.113
        1.703          0.167          0.101
        1.703          0.171          0.087
        1.703          0.174          0.074
        1.703          0.176          0.059
        1.703          0.177          0.045
        1.703          0.178          0.030
        1.703          0.178          0.015
        1.703          0.178         -0.000
        1.703          0.178         -0.015
        1.703          0.178         -0.030
        1.703          0.177         -0.045
        1.703          0.176         -0.059
        1.703          0.174         -0.074
        1.703          0.171         -0.087
        1.703          0.167         -0.101
        1.703          0.162         -0.113
        1.703          0.155         -0.125
        1.703          0.147         -0.136
        1.703          0.137         -0.146
        1.703          0.124         -0.156
        1.703          0.110         -0.164
        1.703          0.094         -0.171
        1.703          0.074         -0.177
        1.703          0.052         -0.181
        1.703          0.028         -0.184
        1.703          0.000         -0.186

  Cross Section  35
        1.796          0.000          0.186
        1.796          0.028          0.184
        1.796          0.052          0.181
        1.796          0.074          0.177
        1.796          0.094          0.171
        1.796          0.110          0.164
        1.796          0.124          0.156
        1.796          0.137          0.146
        1.796          0.147          0.136
        1.796          0.155          0.125
        1.796          0.162          0.113
        1.796          0.167          0.101
        1.796          0.171          0.087
        1.796          0.174          0.074
        1.796          0.176          0.059
        1.796          0.177          0.045
        1.796          0.178          0.030
        1.796          0.178          0.015
        1.796          0.178         -0.000
        1.796          0.178         -0.015
        1.796          0.178         -0.030
        1.796          0.177         -0.045
        1.796          0.176         -0.059
        1.796          0.174         -0.074
        1.796          0.171         -0.087
        1.796          0.167         -0.101
        1.796          0.162         -0.113
        1.796          0.155         -0.125
        1.796          0.147         -0.136
        1.796          0.137         -0.146
        1.796          0.124         -0.156
        1.796          0.110         -0.164
        1.796          0.094         -0.171
        1.796          0.074         -0.177
        1.796          0.052         -0.181
        1.796          0.028         -0.184
        1.796          0.000         -0.186

  Cross Section  36
        1.881          0.000          0.186
        1.881          0.028          0.184
        1.881          0.052          0.181
        1.881          0.074          0.177
        1.881          0.094          0.171
        1.881          0.110          0.164
        1.881          0.124          0.156
        1.881          0.137          0.146
        1.881          0.147          0.136
        1.881          0.155          0.125
        1.881          0.162          0.113
        1.881          0.167          0.101
        1.881          0.171          0.087
        1.881          0.174          0.074
        1.881          0.176          0.059
        1.881          0.177          0.045
        1.881          0.178          0.030
        1.881          0.178          0.015
        1.881          0.178          0.000
        1.881          0.178         -0.015
        1.881          0.178         -0.030
        1.881          0.177         -0.045
        1.881          0.176         -0.059
        1.881          0.174         -0.074
        1.881          0.171         -0.087
        1.881          0.167         -0.101
        1.881          0.162         -0.113
        1.881          0.155         -0.125
        1.881          0.147         -0.136
        1.881          0.137         -0.146
        1.881          0.124         -0.156
        1.881          0.110         -0.164
        1.881          0.094         -0.171
        1.881          0.074         -0.177
        1.881          0.052         -0.181
        1.881          0.028         -0.184
        1.881          0.000         -0.186

  Cross Section  37
        1.959          0.000          0.186
        1.959          0.028          0.184
        1.959          0.052          0.181
        1.959          0.074          0.177
        1.959          0.093          0.171
        1.959          0.110          0.164
        1.959          0.124          0.156
        1.959          0.137          0.146
        1.959          0.147          0.136
        1.959          0.155          0.125
        1.959          0.162          0.113
        1.959          0.167          0.101
        1.959          0.171          0.087
        1.959          0.174          0.074
        1.959          0.176          0.059
        1.959          0.177          0.045
        1.959          0.178          0.030
        1.959          0.178          0.015
        1.959          0.178          0.000
        1.959          0.178         -0.015
        1.959          0.178         -0.030
        1.959          0.177         -0.045
        1.959          0.176         -0.059
        1.959          0.174         -0.073
        1.959          0.171         -0.087
        1.959          0.167         -0.100
        1.959          0.162         -0.113
        1.959          0.155         -0.125
        1.959          0.147         -0.136
        1.959          0.137         -0.146
        1.959          0.124         -0.155
        1.959          0.110         -0.164
        1.959          0.093         -0.171
        1.959          0.074         -0.177
        1.959          0.052         -0.181
        1.959          0.028         -0.184
        1.959          0.000         -0.186

  Cross Section  38
        2.031          0.000          0.185
        2.031          0.028          0.184
        2.031          0.052          0.181
        2.031          0.074          0.176
        2.031          0.093          0.171
        2.031          0.110          0.163
        2.031          0.124          0.155
        2.031          0.136          0.146
        2.031          0.146          0.136
        2.031          0.155          0.125
        2.031          0.162          0.113
        2.031          0.167          0.100
        2.031          0.171          0.087
        2.031          0.174          0.074
        2.031          0.176          0.059
        2.031          0.177          0.045
        2.031          0.178          0.030
        2.031          0.178          0.015
        2.031          0.178          0.000
        2.031          0.178         -0.015
        2.031          0.178         -0.030
        2.031          0.177         -0.044
        2.031          0.176         -0.059
        2.031          0.174         -0.073
        2.031          0.171         -0.087
        2.031          0.167         -0.100
        2.031          0.162         -0.112
        2.031          0.155         -0.124
        2.031          0.146         -0.135
        2.031          0.136         -0.145
        2.031          0.124         -0.155
        2.031          0.110         -0.163
        2.031          0.093         -0.170
        2.031          0.074         -0.176
        2.031          0.052         -0.180
        2.031          0.028         -0.183
        2.031          0.000         -0.185

  Cross Section  39
        2.098          0.000          0.185
        2.098          0.028          0.183
        2.098          0.052          0.180
        2.098          0.074          0.176
        2.098          0.093          0.170
        2.098          0.109          0.163
        2.098          0.123          0.155
        2.098          0.136          0.146
        2.098          0.146          0.135
        2.098          0.154          0.124
        2.098          0.161          0.113
        2.098          0.166          0.100
        2.098          0.170          0.087
        2.098          0.173          0.074
        2.098          0.175          0.060
        2.098          0.176          0.045
        2.098          0.177          0.031
        2.098          0.177          0.016
        2.098          0.177          0.001
        2.098          0.177         -0.014
        2.098          0.177         -0.029
        2.098          0.176         -0.043
        2.098          0.175         -0.058
        2.098          0.173         -0.072
        2.098          0.170         -0.085
        2.098          0.166         -0.098
        2.098          0.161         -0.111
        2.098          0.154         -0.122
        2.098          0.146         -0.133
        2.098          0.136         -0.143
        2.098          0.123         -0.153
        2.098          0.109         -0.161
        2.098          0.093         -0.168
        2.098          0.074         -0.173
        2.098          0.052         -0.178
        2.098          0.028         -0.181
        2.098          0.000         -0.183

  Cross Section  40
        2.159          0.000          0.183
        2.159          0.027          0.182
        2.159          0.052          0.178
        2.159          0.073          0.174
        2.159          0.092          0.168
        2.159          0.108          0.162
        2.159          0.122          0.154
        2.159          0.134          0.145
        2.159          0.144          0.135
        2.159          0.153          0.124
        2.159          0.159          0.112
        2.159          0.164          0.100
        2.159          0.168          0.087
        2.159          0.171          0.074
        2.159          0.173          0.060
        2.159          0.174          0.046
        2.159          0.175          0.031
        2.159          0.175          0.017
        2.159          0.175          0.002
        2.159          0.175         -0.013
        2.159          0.175         -0.027
        2.159          0.174         -0.042
        2.159          0.173         -0.056
        2.159          0.171         -0.069
        2.159          0.168         -0.083
        2.159          0.164         -0.096
        2.159          0.159         -0.108
        2.159          0.153         -0.119
        2.159          0.144         -0.130
        2.159          0.134         -0.140
        2.159          0.122         -0.149
        2.159          0.108         -0.157
        2.159          0.092         -0.164
        2.159          0.073         -0.170
        2.159          0.052         -0.174
        2.159          0.027         -0.177
        2.159          0.000         -0.179

  Cross Section  41
        2.218          0.000          0.181
        2.218          0.027          0.179
        2.218          0.051          0.176
        2.218          0.072          0.172
        2.218          0.091          0.166
        2.218          0.107          0.160
        2.218          0.121          0.152
        2.218          0.132          0.143
        2.218          0.142          0.133
        2.218          0.150          0.123
        2.218          0.157          0.111
        2.218          0.162          0.099
        2.218          0.166          0.087
        2.218          0.169          0.074
        2.218          0.170          0.060
        2.218          0.172          0.046
        2.218          0.172          0.032
        2.218          0.173          0.018
        2.218          0.173          0.004
        2.218          0.173         -0.011
        2.218          0.172         -0.025
        2.218          0.172         -0.039
        2.218          0.170         -0.053
        2.218          0.169         -0.066
        2.218          0.166         -0.079
        2.218          0.162         -0.092
        2.218          0.157         -0.104
        2.218          0.150         -0.115
        2.218          0.142         -0.125
        2.218          0.132         -0.135
        2.218          0.121         -0.144
        2.218          0.107         -0.152
        2.218          0.091         -0.158
        2.218          0.072         -0.164
        2.218          0.051         -0.168
        2.218          0.027         -0.171
        2.218          0.000         -0.173

  Cross Section  42
        2.274          0.000          0.177
        2.274          0.026          0.176
        2.274          0.050          0.173
        2.274          0.071          0.169
        2.274          0.089          0.163
        2.274          0.104          0.157
        2.274          0.118          0.149
        2.274          0.130          0.141
        2.274          0.139          0.131
        2.274          0.147          0.121
        2.274          0.153          0.110
        2.274          0.158          0.099
        2.274          0.162          0.086
        2.274          0.165          0.074
        2.274          0.167          0.061
        2.274          0.168          0.047
        2.274          0.168          0.034
        2.274          0.169          0.020
        2.274          0.169          0.006
        2.274          0.169         -0.008
        2.274          0.168         -0.021
        2.274          0.168         -0.035
        2.274          0.167         -0.048
        2.274          0.165         -0.061
        2.274          0.162         -0.074
        2.274          0.158         -0.086
        2.274          0.153         -0.097
        2.274          0.147         -0.108
        2.274          0.139         -0.118
        2.274          0.130         -0.128
        2.274          0.118         -0.136
        2.274          0.104         -0.144
        2.274          0.089         -0.150
        2.274          0.071         -0.155
        2.274          0.050         -0.159
        2.274          0.026         -0.162
        2.274          0.000         -0.164

  Cross Section  43
        2.328          0.000          0.172
        2.328          0.026          0.171
        2.328          0.048          0.168
        2.328          0.069          0.164
        2.328          0.086          0.159
        2.328          0.101          0.153
        2.328          0.115          0.146
        2.328          0.126          0.138
        2.328          0.135          0.129
        2.328          0.143          0.119
        2.328          0.149          0.109
        2.328          0.154          0.098
        2.328          0.157          0.086
        2.328          0.160          0.074
        2.328          0.162          0.062
        2.328          0.163          0.049
        2.328          0.163          0.036
        2.328          0.163          0.023
        2.328          0.163          0.010
        2.328          0.163         -0.004
        2.328          0.163         -0.017
        2.328          0.163         -0.029
        2.328          0.162         -0.042
        2.328          0.160         -0.054
        2.328          0.157         -0.066
        2.328          0.154         -0.078
        2.328          0.149         -0.089
        2.328          0.143         -0.099
        2.328          0.135         -0.109
        2.328          0.126         -0.118
        2.328          0.115         -0.126
        2.328          0.101         -0.133
        2.328          0.086         -0.139
        2.328          0.069         -0.144
        2.328          0.048         -0.148
        2.328          0.026         -0.150
        2.328          0.000         -0.152

  Cross Section  44
        2.383          0.000          0.166
        2.383          0.025          0.165
        2.383          0.047          0.162
        2.383          0.066          0.159
        2.383          0.083          0.154
        2.383          0.097          0.148
        2.383          0.110          0.141
        2.383          0.121          0.134
        2.383          0.130          0.125
        2.383          0.137          0.116
        2.383          0.143          0.107
        2.383          0.147          0.096
        2.383          0.151          0.085
        2.383          0.153          0.074
        2.383          0.155          0.063
        2.383          0.156          0.051
        2.383          0.156          0.039
        2.383          0.157          0.026
        2.383          0.157          0.014
        2.383          0.157          0.002
        2.383          0.156         -0.010
        2.383          0.156         -0.022
        2.383          0.155         -0.034
        2.383          0.153         -0.046
        2.383          0.151         -0.057
        2.383          0.147         -0.068
        2.383          0.143         -0.078
        2.383          0.137         -0.087
        2.383          0.130         -0.096
        2.383          0.121         -0.105
        2.383          0.110         -0.112
        2.383          0.097         -0.119
        2.383          0.083         -0.124
        2.383          0.066         -0.129
        2.383          0.047         -0.133
        2.383          0.025         -0.135
        2.383          0.000         -0.136

  Cross Section  45
        2.437          0.000          0.158
        2.437          0.023          0.157
        2.437          0.044          0.155
        2.437          0.063          0.152
        2.437          0.079          0.147
        2.437          0.092          0.142
        2.437          0.104          0.136
        2.437          0.114          0.129
        2.437          0.123          0.121
        2.437          0.130          0.113
        2.437          0.135          0.104
        2.437          0.139          0.095
        2.437          0.143          0.085
        2.437          0.145          0.074
        2.437          0.146          0.064
        2.437          0.147          0.053
        2.437          0.148          0.042
        2.437          0.148          0.031
        2.437          0.148          0.020
        2.437          0.148          0.008
        2.437          0.148         -0.003
        2.437          0.147         -0.014
        2.437          0.146         -0.024
        2.437          0.145         -0.035
        2.437          0.143         -0.045
        2.437          0.139         -0.054
        2.437          0.135         -0.064
        2.437          0.130         -0.072
        2.437          0.123         -0.081
        2.437          0.114         -0.088
        2.437          0.104         -0.095
        2.437          0.092         -0.101
        2.437          0.079         -0.106
        2.437          0.062         -0.110
        2.437          0.044         -0.113
        2.437          0.023         -0.115
        2.437          0.000         -0.117

  Cross Section  46
        2.493          0.000          0.149
        2.493          0.022          0.148
        2.493          0.041          0.146
        2.493          0.058          0.143
        2.493          0.073          0.139
        2.493          0.086          0.134
        2.493          0.097          0.129
        2.493          0.107          0.123
        2.493          0.114          0.116
        2.493          0.121          0.109
        2.493          0.126          0.101
        2.493          0.130          0.092
        2.493          0.133          0.084
        2.493          0.135          0.075
        2.493          0.136          0.065
        2.493          0.137          0.056
        2.493          0.137          0.046
        2.493          0.137          0.036
        2.493          0.137          0.026
        2.493          0.137          0.017
        2.493          0.137          0.007
        2.493          0.137         -0.003
        2.493          0.136         -0.012
        2.493          0.135         -0.021
        2.493          0.132         -0.030
        2.493          0.130         -0.038
        2.493          0.126         -0.046
        2.493          0.121         -0.054
        2.493          0.114         -0.061
        2.493          0.107         -0.068
        2.493          0.097         -0.073
        2.493          0.086         -0.079
        2.493          0.073         -0.083
        2.493          0.058         -0.087
        2.493          0.041         -0.089
        2.493          0.022         -0.091
        2.493          0.000         -0.092

  Cross Section  47
        2.552          0.000          0.137
        2.552          0.020          0.136
        2.552          0.038          0.135
        2.552          0.053          0.132
        2.552          0.067          0.129
        2.552          0.079          0.125
        2.552          0.089          0.121
        2.552          0.097          0.115
        2.552          0.104          0.110
        2.552          0.110          0.103
        2.552          0.114          0.097
        2.552          0.118          0.090
        2.552          0.120          0.083
        2.552          0.122          0.075
        2.552          0.123          0.067
        2.552          0.124          0.059
        2.552          0.124          0.051
        2.552          0.124          0.043
        2.552          0.124          0.035
        2.552          0.124          0.027
        2.552          0.124          0.019
        2.552          0.124          0.011
        2.552          0.123          0.003
        2.552          0.122         -0.005
        2.552          0.120         -0.012
        2.552          0.118         -0.019
        2.552          0.114         -0.025
        2.552          0.110         -0.032
        2.552          0.104         -0.037
        2.552          0.097         -0.043
        2.552          0.089         -0.048
        2.552          0.079         -0.052
        2.552          0.067         -0.055
        2.552          0.053         -0.058
        2.552          0.038         -0.061
        2.552          0.020         -0.062
        2.552          0.000         -0.063



