  1.04538     -0.00435294
  0.941567     -0.00383529
  0.896037     -0.0036
  0.834116     -0.00331765
  0.768552     -0.00303529
  0.723022     -0.0028
  0.668385     -0.00256471
  0.619212     -0.00235294
  0.559112     -0.00214118
  0.519046     -0.00192941
  0.462588     -0.00169412
  0.402488     -0.00148235
  0.327818     -0.0012
  0.249506     -0.000894118
  0.198512     -0.000729412
  0.147518     -0.000517647
  0.0947031     -0.000352941
  0     0
  -0.0619212     0.000258824
  -0.13477     0.000564706
  -0.176658     0.000776471
  -0.26954     0.00117647
  -0.351494     0.0016
  1.04538     -0.00534118
  0.941567     -0.00432941
  0.896037     -0.004
  0.834116     -0.00352941
  0.768552     -0.00317647
  0.723022     -0.00296471
  0.668385     -0.00268235
  0.619212     -0.00242353
  0.559112     -0.00218824
  0.519046     -0.002
  0.462588     -0.00176471
  0.402488     -0.00152941
  0.327818     -0.00127059
  0.249506     -0.000988235
  0.196691     -0.000776471
  0.145697     -0.000564706
  0.0947031     -0.000376471
  0     0
  -0.0637425     0.000235294
  -0.136591     0.000517647
  -0.176658     0.000729412
  -0.26954     0.00115294
  -0.353315     0.00155294
  1.04538     -0.00595294
  1.00895     -0.00543529
  0.954316     -0.0048
  0.903322     -0.00435294
  0.845043     -0.00385882
  0.783122     -0.00348235
  0.695703     -0.00298824
  0.628319     -0.00265882
  0.559112     -0.00230588
  0.520867     -0.00216471
  0.462588     -0.00188235
  0.402488     -0.00164706
  0.327818     -0.00134118
  0.251327     -0.00101176
  0.196691     -0.0008
  0.145697     -0.000611765
  0.0947031     -0.000352941
  0     0
  -0.0619212     0.000258824
  -0.136591     0.000517647
  -0.176658     0.000705882
  -0.26954     0.00110588
  -0.353315     0.00148235
  1.04538     -0.00677647
  1.00895     -0.00623529
  0.954316     -0.00543529
  0.903322     -0.00489412
  0.845043     -0.00432941
  0.783122     -0.00383529
  0.695703     -0.00324706
  0.628319     -0.00284706
  0.559112     -0.00249412
  0.520867     -0.00230588
  0.462588     -0.002
  0.402488     -0.00174118
  0.327818     -0.00138824
  0.251327     -0.00105882
  0.196691     -0.000847059
  0.143876     -0.000611765
  0.0947031     -0.000376471
  0.00182121     0
  -0.0637425     0.000211765
  -0.136591     0.000494118
  -0.176658     0.000705882
  -0.271361     0.00103529
  -0.353315     0.00138824
  1.04538     -0.00729412
  1.00895     -0.00661176
  0.954316     -0.00576471
  0.903322     -0.00517647
  0.845043     -0.00456471
  0.783122     -0.00404706
  0.695703     -0.00341176
  0.63014     -0.00301176
  0.559112     -0.00263529
  0.520867     -0.00242353
  0.462588     -0.00211765
  0.402488     -0.00181176
  0.327818     -0.00148235
  0.251327     -0.00112941
  0.196691     -0.000894118
  0.145697     -0.000658824
  0.0947031     -0.0004
  0.00182121     -2.35294e-05
  -0.0637425     0.000188235
  -0.136591     0.000470588
  -0.176658     0.000635294
  -0.26954     0.000964706
  -0.353315     0.00129412
