xflr5 v6.43

Plane name :        VTOL_SINGLE_W1_Bell_A821201
Polar name :        T1-25.0 m/s-LLT-0.0kg-x0.0m
Freestream speed :  25.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
  -12.000     0.000  -0.320821   0.003232   0.032509   0.035741   0.000000  -0.000000  -0.145324   0.000000  -0.000000   25.0000    -0.1039
  -11.500     0.000  -0.287005   0.002603   0.031317   0.033920   0.000000  -0.000000  -0.143188   0.000000  -0.000000   25.0000    -0.1141
  -11.000     0.000  -0.255705   0.002091   0.030052   0.032143   0.000000  -0.000000  -0.141193  -0.000000  -0.000000   25.0000    -0.1258
  -10.500     0.000  -0.227573   0.001677   0.028687   0.030364   0.000000  -0.000000  -0.139150  -0.000000  -0.000000   25.0000    -0.1388
  -10.000     0.000  -0.202784   0.001344   0.027278   0.028622   0.000000  -0.000000  -0.136697   0.000000  -0.000000   25.0000    -0.1524
   -9.500     0.000  -0.180214   0.001068   0.025856   0.026924   0.000000  -0.000000  -0.134094   0.000000  -0.000000   25.0000    -0.1677
   -9.000     0.000  -0.160329   0.000850   0.024383   0.025234   0.000000   0.000000  -0.131299  -0.000000  -0.000000   25.0000    -0.1840
   -6.000     0.000  -0.203327   0.001219   0.014061   0.015280   0.000000   0.000000  -0.087303   0.000000  -0.000000   25.0000    -0.0957
   -5.500     0.000  -0.182990   0.000970   0.013830   0.014800   0.000000   0.000000  -0.077809   0.000000  -0.000000   25.0000    -0.0938
   -5.000     0.000  -0.142947   0.000597   0.014386   0.014982   0.000000   0.000000  -0.072909   0.000000  -0.000000   25.0000    -0.1113
   -4.500     0.000  -0.096112   0.000275   0.015232   0.015507   0.000000   0.000000  -0.069699   0.000000   0.000000   25.0000    -0.1266
   -4.000     0.000  -0.046920   0.000075   0.016220   0.016295   0.000000   0.000000  -0.066596   0.000000  -0.000000   25.0000    -0.2276
   -3.500     0.000   0.003554   0.000016   0.017232   0.017248   0.000000  -0.000000  -0.064067   0.000000   0.000000   25.0000     2.1189
   -3.000     0.000   0.055168   0.000105   0.018091   0.018196   0.000000  -0.000000  -0.062071   0.000000   0.000000   25.0000     0.2598
   -2.500     0.000   0.101739   0.000327   0.018479   0.018806   0.000000  -0.000000  -0.059596   0.000000   0.000000   25.0000     0.1408
   -2.000     0.000   0.145768   0.000635   0.018660   0.019295   0.000000  -0.000000  -0.057620   0.000000  -0.000000   25.0000     0.0876
   -1.500     0.000   0.188225   0.001027   0.018668   0.019695   0.000000   0.000000  -0.055475   0.000000  -0.000000   25.0000     0.0635
   -1.000     0.000   0.230330   0.001541   0.018626   0.020167   0.000000  -0.000000  -0.052826   0.000000  -0.000000   25.0000     0.0483
   -0.500     0.000   0.271338   0.002146   0.018494   0.020640   0.000000  -0.000000  -0.050146   0.000000   0.000000   25.0000     0.0381
    0.000     0.000   0.312848   0.002840   0.018280   0.021120   0.000000  -0.000000  -0.047658   0.000000  -0.000000   25.0000     0.0309
    0.500     0.000   0.353894   0.003619   0.018104   0.021724   0.000000  -0.000000  -0.045509   0.000000  -0.000000   25.0000     0.0256
    1.000     0.000   0.394488   0.004485   0.017900   0.022385   0.000000  -0.000000  -0.042944   0.000000  -0.000000   25.0000     0.0212
    1.500     0.000   0.434103   0.005435   0.017651   0.023086   0.000000  -0.000000  -0.039837  -0.000000  -0.000000   25.0000     0.0175
    2.000     0.000   0.473696   0.006485   0.017402   0.023887   0.000000  -0.000000  -0.036825  -0.000000  -0.000000   25.0000     0.0144
